text,iab_label,confidence
shrinking ad prices cut googles earnings,IAB3 Business,0.23
libyan prime minister ousted parliament,"IAB11 Law, Gov’t & Politics",0.29
ec meet new bank licences postponed,IAB3 Business,0.26
encrypting internet cheap,IAB19 Technology & Computing,0.13
endocyte shares double drug shown slow lung cancer 2,IAB15 Science,0.28
fda warning acne treatments may cause severe allergic reactions,IAB12 News,0.34
rosie odonnell reportedly talks rejoin view,IAB12 News,0.27
stocks lift bit gdp stunner,IAB3 Business,0.2
first ever camelopardalid meteor shower visible earth next week,IAB15 Science,0.23
heartbleed teen charged,IAB12 News,0.22
sonys playstation network back online following ddos service attack,IAB14 Society,0.52
duly noted walgreen plans close unprofitable stores video,IAB12 News,0.48
wearable blood monitors could warn heart attacks,IAB15 Science,0.18
scientists grow insulinproducing cells using cloning techniques,IAB15 Science,0.7
oral arguments supreme court isnt sold aereo,IAB24 Uncategorized,0.18
burglars take away miley cyrus luxury car jewellery,IAB2 Automotive,0.16
us stockswall st flat record levels valuations seen reasonable,IAB3 Business,0.15
consumer health data needs better protection ftc says,IAB12 News,0.15
draghi signals ecb ready act updated forecasts,IAB3 Business,0.24
louie returns done louis cks way,IAB20 Travel,0.26
us lifts grounding order lockheed f35 fighters sources,IAB20 Travel,0.15
us patient mers improving health officials,IAB12 News,0.19
fed blocks citigroup raising dividends stocks,IAB3 Business,0.18
1 million deal book lindsay lohans rehab diaries,IAB14 Society,0.1
senator avoids getting hit oncoming train press conference train,IAB20 Travel,0.48
elton john david furnish marry,IAB18 Style & Fashion,0.1
stock index futures fall day tech rout,IAB19 Technology & Computing,0.2
lose weight placing bets weight,IAB17 Sports,0.07
netflix signs streaming deal verizon,IAB1 Arts & Entertainment,0.16
goodbye steve rogers welcome first black captain america falcon,IAB17 Sports,0.3
author amazon exposé cites heavy handed tactics book gets tangled,IAB24 Uncategorized,0.17
google maps 800 update brings info navigation offline maps,IAB24 Uncategorized,0.14
bobby womack dies rb musician known incomparable voice,IAB1 Arts & Entertainment,0.21
twitter big seen getting bigger asia,IAB20 Travel,0.09
macbook pro upgrade leaks 28ghz core i7 16gb ram standard,IAB19 Technology & Computing,0.48
nike exiting fuelband fitness wearable business,IAB3 Business,0.55
alibaba profit triples ahead ipo,IAB3 Business,0.45
game thrones season 4 episode 06 laws gods men review,IAB1 Arts & Entertainment,0.48
bp oil spill four years later nih assessing gulf data part 1,IAB12 News,0.38
general motors ceo testify congress,IAB2 Automotive,0.4
neil youngs hd ponoplayer unveiled tomorrow,IAB12 News,0.19
nasdaq drops 3 percent worst day since november 2011,IAB12 News,0.14
samsung galaxy s5 price india rs 51500 claims retailer,IAB19 Technology & Computing,0.22
uk regulators dig facebooks emotional manipulation users,IAB3 Business,0.2
house committee considers new oversight cdc labs,IAB19 Technology & Computing,0.22
obamacare fixed,"IAB11 Law, Gov’t & Politics",0.2
bow beyonce covers time magazines 100 influential issue,IAB12 News,0.1
apple given new 62000 price target goldman sachs aapl,IAB19 Technology & Computing,0.2
johnny depps scary experience transcendence chinese premiere,IAB1 Arts & Entertainment,0.23
yellen giving congress good economic news,IAB12 News,0.65
nuclear power remains important energy source japan,IAB12 News,0.12
whooping cough epidemic california,IAB12 News,0.17
amazon smartphone something different,IAB24 Uncategorized,0.31
nasa finds earthlike planet yet,IAB15 Science,0.46
5 mustsee tv premieres finales may,IAB1 Arts & Entertainment,0.18
justin bieber takes selena gomezs frenemy kendall jenner sushi dinner,IAB8 Food & Drink,0.68
hk stocks close 168 pct lower,IAB12 News,0.27
microsoft launches office 365 personal subscriptions starting rs 330 month,IAB19 Technology & Computing,0.21
medtronic buy covidien us429b rebase ireland,IAB3 Business,0.32
htc one m8 photos,IAB19 Technology & Computing,0.19
met impregnated promptly disregarded mother,IAB6 Family & Parenting,0.33
urban outfitter shares take spill,IAB20 Travel,0.26
normal heart beats strongly mad men airs final episode 2014,IAB24 Uncategorized,0.15
2700yearold shipwreck found fantastic state preservation,IAB15 Science,0.15
flies manoeuvre like fighter jets,IAB20 Travel,0.24
free app verify android phone vulnerable heartbleed,IAB19 Technology & Computing,0.14
entertainer rolf harris faces new allegations abuse,IAB1 Arts & Entertainment,0.36
faa investigating airtraffic controllers tower joke,IAB24 Uncategorized,0.18
google wants car house talk,IAB2 Automotive,0.42
kim kardashian kylie jenner sister season 9 kuwtk cheating worries,IAB12 News,0.2
miley cyrus gets tattoo dead dog floyd house party see pic,IAB16 Pets,0.26
barclays reveal 20000 job cuts reports,IAB12 News,0.44
virtual world tops cosmic charts scale rigor,IAB24 Uncategorized,0.13
amazon musicassociated press,IAB12 News,0.28
study one third alzheimers cases preventable,IAB24 Uncategorized,0.14
bachelorette andi dorfman choose josh nick plus find,IAB9 Hobbies & Interests,0.09
nick cannon already apologize mariah carey sex bragging,IAB12 News,0.2
could simple smell test help spot alzheimers early,IAB14 Society,0.12
2014 billboard music awards,IAB24 Uncategorized,0.16
climate change crops food insecurity growing concern,IAB12 News,0.31
kim k nervous hitting road kanye,IAB20 Travel,0.67
titanfall vita pitched sony,IAB17 Sports,0.14
loss horrendous cory monteiths mother ann mcgregor opens,IAB6 Family & Parenting,0.25
blackberry bbry posts narrower expected q1 loss,IAB3 Business,0.64
gm facing criminal probe recall,IAB2 Automotive,0.16
pr snclavalin acquire kentz corporation limited leading oil gas,IAB3 Business,0.31
road bonnaroo day 3 nashville third man records final stretch,IAB20 Travel,0.37
new imagery potential plane debris passed malaysia,IAB12 News,0.54
april 2 2014 culture ents review walking dead season 4 finale,IAB1 Arts & Entertainment,0.32
ecbs constancio concerned prolonged low inflation eurozone,IAB3 Business,0.1
marquez wins yamahas hit trouble,IAB17 Sports,0.13
horrific circus accident caused hairhanging performers fall,IAB1 Arts & Entertainment,0.42
gas prices still rising,IAB24 Uncategorized,0.16
candy crush firm slumps market debut,IAB24 Uncategorized,0.12
nexus 5 vs samsung galaxy s4 active price specs comparison,IAB19 Technology & Computing,0.22
paul baker right exec director abu dhabis twofour54 intaj speaks,IAB8 Food & Drink,0.38
iphone users get new battery,IAB19 Technology & Computing,0.17
10 things know tuesday,IAB12 News,0.15
samsung sees phone rebound earnings miss estimates,IAB3 Business,0.16
kelloggs kashi settles classaction suit use natural label,IAB8 Food & Drink,0.27
amazon smartphone prototype leaked,IAB19 Technology & Computing,0.25
pictures 25 years world wide web,IAB19 Technology & Computing,0.11
brittany murphys final film released,IAB1 Arts & Entertainment,0.14
rears gear colon cancer awareness,IAB24 Uncategorized,0.14
boes carney scottish independence currency manipulation scandal,IAB12 News,0.2
five biggest stories san diego comiccon 2014,IAB1 Arts & Entertainment,0.33
blackberry posts narrowerthanexpected loss q4 revenue plunges,IAB3 Business,0.24
true detective faq finales biggest questions answered,IAB24 Uncategorized,0.1
air bubble submarine pursued china would supersonic,IAB20 Travel,0.27
big problems recent breakthrough stem cell paper,IAB15 Science,0.43
ntsb yards separated planes close call,IAB24 Uncategorized,0.15
iranians arrested happy video freed,IAB12 News,0.12
microsoft follow europes right forgotten privacy ruling,IAB19 Technology & Computing,0.17
guardians galaxy already breaking records 2014,IAB20 Travel,0.22
whatsapp promises sell data may skeptical,IAB24 Uncategorized,0.17
oculus rift version alien isolation prototype full release,IAB24 Uncategorized,0.16
onedrive updated 5 features,IAB2 Automotive,0.16
aloe blacc select winners tribeca film festivals firstever music film,IAB1 Arts & Entertainment,0.27
scarlett johansson debuts shorter blonder haircut,IAB18 Style & Fashion,0.23
dow tops 17000 strong jobs report ktvn channel 2 reno tahoe news,IAB12 News,0.67
dollar betting fed wrong,IAB24 Uncategorized,0.14
video kirstie alley asks jenny craig repeat performance,IAB1 Arts & Entertainment,0.12
rare mono mono twins born holding hands mothers day,IAB6 Family & Parenting,0.41
justin bieber chris brown reunited studio made song,IAB1 Arts & Entertainment,0.32
cdc says 1 68 us children autism,IAB12 News,0.21
rolf harris sings jake peg court,IAB1 Arts & Entertainment,0.24
oracle corporation orcl q3 earnings preview,IAB3 Business,0.44
us open stocks gain consumer spending increases,IAB3 Business,0.15
oceans water locked 400 miles inside earth,IAB20 Travel,0.19
beyoncés live show lyric change sparks speculation online,IAB1 Arts & Entertainment,0.6
new captain america african american,IAB4 Careers,0.13
facebook experiment eus attention,IAB24 Uncategorized,0.1
seniors danger,IAB24 Uncategorized,0.18
alex trebek sets guinness world record jeopardy,IAB17 Sports,0.1
chris christie shows dance moves joins jimmy fallon hilarious,IAB1 Arts & Entertainment,0.4
tv networks fight startup threatens dominance,IAB3 Business,0.13
closer look htc one m8,IAB19 Technology & Computing,0.21
pharmaceutical industry dividend analysis,IAB3 Business,0.13
kardashian girls phones vmas michael brown tribute,IAB1 Arts & Entertainment,0.24
leftovers review viewers may envy vanished,IAB24 Uncategorized,0.14
htc officially launches new htc one,IAB12 News,0.13
merkel athens greek bond coup,IAB12 News,0.1
google maps pokémon team largescale april fools prank,IAB16 Pets,0.18
google circles around twitch,IAB24 Uncategorized,0.13
steamy fifty shades grey trailer goes viral 36 million views week,IAB1 Arts & Entertainment,0.21
european stocks seen subdued ahead us data ecb meeting,IAB3 Business,0.23
blackberry shares rally 97 q1 earnings beat,IAB19 Technology & Computing,0.35
australian men rank third worlds longest life expectancy report kiwi men,IAB12 News,0.12
pace home price gains slow,IAB21 Real Estate,0.58
ecigarettes could soon state regulated,"IAB11 Law, Gov’t & Politics",0.34
matters hbo go crashed game thrones,IAB1 Arts & Entertainment,0.41
facebook stepped line social media experiment,IAB24 Uncategorized,0.16
trading radar iraq news fed meeting speculation dominate week,IAB12 News,0.62
archie andrews killed life archie 36,IAB17 Sports,0.16
oil market diverges ahead busy week,IAB3 Business,0.22
cast crew make sure extant downtoearth,IAB20 Travel,0.17
android everywhere mantra google io cars tvs wrist,IAB2 Automotive,0.41
lenovo hopeful ibm motorola mobility deals get nod regulators,IAB2 Automotive,0.29
justin timberlake beyonce among billboards 2014 top money makers,IAB3 Business,0.14
lg g3 features spilled lg netherlands confirms lightweight metal housing,IAB20 Travel,0.14
youtube buying twitch money,IAB13 Personal Finance,0.1
smartphone app assists alcoholics recovering,IAB24 Uncategorized,0.1
columbus short legal troubles fridays reported assault,IAB12 News,0.43
sources suggest samsung galaxy note 4 carry 2k display 64bit cpu 4 gb,IAB19 Technology & Computing,0.51
mickey rooney dies 93,IAB16 Pets,0.13
study suggests marriage good heart,IAB15 Science,0.49
video appears show moment malaysia airlines impact ukraine,IAB20 Travel,0.33
game thrones spoilers happens lysa arryn,IAB12 News,0.41
irs tax bitcoins virtual currency like property,"IAB11 Law, Gov’t & Politics",0.19
photo see dwayne johnson aka rock hercules,IAB1 Arts & Entertainment,0.12
zachary levi secretly marries girlfriend missy peregrym maui shares,IAB12 News,0.18
5 things know deadly mers outbreak,IAB12 News,0.32
kim kardashian lookalike claire leeson cool crazy 30000 plastic,IAB18 Style & Fashion,0.09
lady gaga says shes submissive relationship taylor kinney,IAB1 Arts & Entertainment,0.21
us fed bars shareholder payouts citi 4 others,IAB8 Food & Drink,0.38
beyoncé jay z tour dates announced run tour take,IAB20 Travel,0.35
stronger dollar close onemonth highs,IAB12 News,0.14
wwe posts smallerthanexpected q2 loss cuts jobs,IAB12 News,0.26
flood watch allegan county northward,IAB12 News,0.18
white house congress stop tax inversions,"IAB11 Law, Gov’t & Politics",0.46
wall street hedge fund ponies 18 billion insider trading debacle,IAB3 Business,0.41
target asks customers keep guns stores,IAB24 Uncategorized,0.13
happiness scares us,IAB24 Uncategorized,0.21
miley cyrus sheds disney image tour,IAB20 Travel,0.53
paul mazursky director unmarried woman dies 84,IAB4 Careers,0.09
two half men go making us groan,IAB20 Travel,0.1
11 new features coming ipad,IAB19 Technology & Computing,0.45
us uninsured declines 147,IAB24 Uncategorized,0.12
game thrones season 3 refresher,IAB1 Arts & Entertainment,0.17
facebooks slingshot challenges snapchat reply unlock,IAB19 Technology & Computing,0.14
much red wine drink ask italian,IAB8 Food & Drink,0.43
talks acquire directv,IAB12 News,0.11
emirates airlines says profit 43 2013 887 mn,IAB20 Travel,0.25
lupita nyongo people magazines beautiful person 2014,IAB12 News,0.15
wrapup,IAB24 Uncategorized,0.13
concertgoers hospitalized avicii gig,IAB1 Arts & Entertainment,0.47
replacing bad aortic valve preferred open heart surgery study,IAB15 Science,0.19
attenborough changed lives countless children,IAB1 Arts & Entertainment,0.3
cory monteith moms message hollywood mothers live every moment,IAB1 Arts & Entertainment,0.23
attention america uk sperm,IAB15 Science,0.11
international markets roundup,IAB12 News,0.35
whats happening hippop stephen colbert visits late show jessica,IAB12 News,0.35
inmarsat offer basic tracking services planes mh370 loss,IAB20 Travel,0.16
arcade fire debuts exist video starring andrew garfield,IAB1 Arts & Entertainment,0.3
walking dead season finale recap theyre screwing wrong people,IAB12 News,0.13
julia louisdreyfus tells sexism get way,IAB12 News,0.12
dubai needs lot bigger worlds biggest malls,IAB22 Shopping,0.2
peoples worlds beautiful list 2014,IAB14 Society,0.18
tributes paid richard attenborough,IAB14 Society,0.08
blackberry suckerpunches tv star ryan seacrest patent brawl,IAB17 Sports,0.28
new samsung checks heart pays bills,IAB19 Technology & Computing,0.3
boeing build 777x composite tail fredrickson plant,IAB3 Business,0.48
cesar chavez compelling tale activism resolve,IAB12 News,0.47
new head healthcaregov connecticuts counihan,IAB14 Society,0.24
india morning callglobal markets,IAB3 Business,0.22
tax day 2014 time deadline file taxes,IAB3 Business,0.12
astronomers spot earthlike planet date,IAB15 Science,0.35
captain america superpowers extend third week cinemas,IAB1 Arts & Entertainment,0.22
child seat recall expanded,"IAB11 Law, Gov’t & Politics",0.18
destinys child reunites michelle williams say yes music video see,IAB6 Family & Parenting,0.26
graco issues recall 19 million infant car seats,IAB2 Automotive,0.23
spread large cap small cap stocks record high,IAB3 Business,0.17
morning apple surges facebooks runway qualcomms royalties,IAB4 Careers,0.31
china data hits european shares crimea keeps nerves taut,IAB3 Business,0.15
brittany murphys final movie debut four years death,IAB1 Arts & Entertainment,0.33
carriers increase wireless network spending 64 43b 2017 report,IAB3 Business,0.19
beyoncé jay z announce dates summer tour playing citizens bank park,IAB1 Arts & Entertainment,0.31
galaxy note 4 release date specs samsung phablet 2 versions,IAB19 Technology & Computing,0.26
gm profit sinks ceo sees recall hit sales,IAB3 Business,0.34
dish directv ponder merger,IAB8 Food & Drink,0.12
9 companies pledge 268m dias detroit bankruptcy grand bargain,IAB3 Business,0.25
rana plaza one year brands buyers make changes,IAB3 Business,0.18
doctors routine pelvic exams needed healthy women,IAB7 Health & Fitness,0.12
bill would ensure emails photos wont die,IAB3 Business,0.12
drew barrymore given birth second child,IAB6 Family & Parenting,0.5
swiss lawmakers pile pressure credit suisse boss dougan,IAB3 Business,0.24
coldplay tops billboard years best sales week,IAB1 Arts & Entertainment,0.2
big bones dinosaurs discovered argentina may largest ever,IAB15 Science,0.29
astronomically speaking eta aquarid meteor shower,IAB15 Science,0.22
rare copy superman comic book fetches 32m ny dealers buy ebay,IAB1 Arts & Entertainment,0.14
rolf harris proud hometown rip tributes boy,IAB6 Family & Parenting,0.08
relay life set fairview,IAB12 News,0.1
nasa captures gigantic eruption sun video,IAB15 Science,0.27
eccentric pink dwarf dubbed biden saucy astronomers,IAB15 Science,0.16
google shopping express samedaydelivery service expands,IAB22 Shopping,0.55
eveything learned kids choice awards,IAB5 Education,0.09
peaches geldofs death postmortem take place wednesday 9 april,IAB16 Pets,0.16
season 6 finalists added voice tour,IAB20 Travel,0.46
johnny depps engagement ring impressive anything could,IAB18 Style & Fashion,0.19
lana del reys death comments slammed kurt cobains daughter,IAB6 Family & Parenting,0.28
lana del rey kim kardashian kanye west prewedding party wasnt paid,IAB1 Arts & Entertainment,0.18
deutsche bank firstquarter profits fall 34 per cent,IAB3 Business,0.48
texas weekly gas price update outlook,IAB12 News,0.24
abcs middle renewed season 6,IAB3 Business,0.17
yellen little advice husband,IAB6 Family & Parenting,0.16
mannkind corporation shares cratered today,IAB3 Business,0.6
66th primetime emmy awards roundup winners losers shockers,IAB1 Arts & Entertainment,0.15
tell us stay happy office open thread,IAB24 Uncategorized,0.14
rptupdate 1samsung electronics replaces mobile design head,IAB19 Technology & Computing,0.18
nicki minaj dancer performs vmas snake bite,IAB1 Arts & Entertainment,0.66
ford name fields ceo mulally reportedly retire years end,IAB4 Careers,0.15
chelsea latelys insanely starstudded goodbye singalong,IAB1 Arts & Entertainment,0.21
action exciting captain america sequel improves first chapter,IAB1 Arts & Entertainment,0.25
walking dead season 4 finale rick kills spoiler,IAB12 News,0.18
juan pablo galavis pick nikki ferrell haters ashamed,IAB12 News,0.1
soyuz finally docked international space station,IAB20 Travel,0.28
dark souls 2 screenshots better graphics taken steam,IAB1 Arts & Entertainment,0.08
iran close nuclear facilities cleric,IAB12 News,0.17
diane sawyer steps world news anchor position take new role,IAB12 News,0.7
best dressed mens wearhouse buy jos bank months negotiations,IAB3 Business,0.42
hhs secretary sebelius resigns,"IAB11 Law, Gov’t & Politics",0.21
hsbc mortgage rates looking better thursday mar 13,IAB12 News,0.21
uk cinemas ban google glass fear piracy,IAB3 Business,0.2
monday afternoon business brief,IAB3 Business,0.77
failure fraud damned citigroup beats street q1,IAB3 Business,0.21
north korea files un protest interview,IAB12 News,0.2
evaluation finds pistorius didnt mental illness,IAB15 Science,0.22
