text,iab_label,confidence
must 50 ways channel emotions,IAB24 Uncategorized,0.15
wonder years cast 21year reunion gma watch fred,IAB1 Arts & Entertainment,0.12
nintendos first mobile app wont involve gaming,IAB24 Uncategorized,0.51
sebelius claims cant rule obamacare delays,"IAB11 Law, Gov’t & Politics",0.31
midnight rider sarah jones parents back indictment filmmakers,IAB6 Family & Parenting,0.51
ny schools racially segregated,IAB5 Education,0.63
united nations urges calm vietnam china disputed waters,IAB14 Society,0.2
transformers producers bryce di bonaventura talk gi joe transformers,IAB3 Business,0.24
us tax reform update house ways means chairman tax reform discussion,IAB14 Society,0.26
mattel sales fall barbie fisher price demand weakens,IAB3 Business,0.14
chipotle raise prices,IAB8 Food & Drink,0.45
samsung galaxy s5 active reportedly shown lengthy video,IAB19 Technology & Computing,0.14
walmart recalls dolls pose burn risk,IAB3 Business,0.23
amazon unveils ioscompatible kindle unlimited service books,IAB19 Technology & Computing,0.21
google lets launch android camera voice command,IAB19 Technology & Computing,0.17
tmobile expands samsung lineup stunning galaxy note 101 new,IAB2 Automotive,0.24
sharknado 2 second one drinking game flavorwire,IAB8 Food & Drink,0.14
hollywood high obsession marijuana,IAB1 Arts & Entertainment,0.32
samsung galaxy s5 mini tipped arrive midjuly,IAB19 Technology & Computing,0.19
divergent sequel happening released march 2015,IAB12 News,0.31
insurers brace medicare rate decision,IAB3 Business,0.34
chinese actress li bingbing plays su yueming film paramount,IAB1 Arts & Entertainment,0.22
melody tpv shows promising results postapproval study,IAB12 News,0.1
gallery hyundai students make fuel cell fashion statement,IAB2 Automotive,0.64
twitter sees loggedout audiences next big opportunity,IAB24 Uncategorized,0.2
topix caps longest losing streak since october yen,IAB12 News,0.18
another bad day biotech stocks pace selling accelerates,IAB12 News,0.34
starbucks tip app sparks tipping questions answer,IAB24 Uncategorized,0.13
hong kong china shares sink weak data,IAB3 Business,0.21
walmart shakes money transfer business new service,IAB3 Business,0.65
unitedhealth humana face cuts medicare advantage pay 2,IAB14 Society,0.26
get best ios 8 features right,IAB19 Technology & Computing,0.28
tori spelling fake cheating scandal land new reality show,IAB12 News,0.2
amber heard future mrs johnny depp claims engagement hasnt,IAB12 News,0.43
farewell cristina sandra oh greys anatomy creator shonda rhimes say,IAB15 Science,0.15
clooney wins apology false marriage claims,IAB12 News,0.18
coke sells drinks soda falters,IAB3 Business,0.14
boyband one direction caught smoking weed tour possibly banned,IAB20 Travel,0.77
evening cinco de unavoidable,IAB12 News,0.13
vander doelen freak show wheels,IAB1 Arts & Entertainment,0.16
facebooks slingshot app lets trade one photo video another,IAB19 Technology & Computing,0.1
raghuram rajan ledrbi allows foreign investors hedge currency risks,IAB3 Business,0.15
mumsnet users data stolen heartbleed bug hackers,IAB19 Technology & Computing,0.17
video nirvana performs joan jett lorde,IAB1 Arts & Entertainment,0.29
tsla gov rick perry wants bring tesla gigafactory texas,IAB3 Business,0.2
microsofts star trek language translator coming 2014,IAB20 Travel,0.27
fda approves new antibacterial drug treat skin infections,IAB12 News,0.13
rock roll hall fame 2014 new releases years inductees,IAB24 Uncategorized,0.16
weekend box office results winter soldier retains top slot,IAB1 Arts & Entertainment,0.28
lana del rey unveils black white west coast video watch,IAB12 News,0.16
doubts garths gigs,IAB9 Hobbies & Interests,0.2
microsoft targets new tablet dont want separate laptop,IAB19 Technology & Computing,0.46
adam levine keira knightley begin romantic drama clip,IAB1 Arts & Entertainment,0.32
fighting intensifies election,"IAB11 Law, Gov’t & Politics",0.3
bloomberg cement giants holcim lafarge merger talks,IAB3 Business,0.52
samsung galaxy note 3 vs samsung galaxy note 4 comparison design,IAB12 News,0.11
us health care quality ranks 10 peer nations,IAB12 News,0.19
origins easter bunny,IAB16 Pets,0.26
amazing spiderman 2 early reviews plot tangled chemistry pulls,IAB1 Arts & Entertainment,0.41
report alzheimers likely breast cancer women 60,IAB12 News,0.37
apples larger ipad could mean stronger presence workplace,IAB3 Business,0.41
dawn planet apes incites oscar controversy,IAB1 Arts & Entertainment,0.37
angelina jolie talks maleficent mastectomy kidnap victims,IAB12 News,0.31
singapore us reach agreement tax evasion,IAB14 Society,0.24
e3 2014 kinectless xbox one flying shelves says gamestop,IAB19 Technology & Computing,0.24
agent says pistorius planned travel steenkamp,IAB20 Travel,0.59
sofía vergara ends engagement nick loeb,IAB14 Society,0.1
tesla opens entire patent portfolio,IAB24 Uncategorized,0.12
samsung galaxy s5 pricing information revealed att us cellular,IAB12 News,0.48
link jay z solange fight beyonce skipping kimye wedding,IAB1 Arts & Entertainment,0.15
albuquerque chief vows reforms violent protest,IAB12 News,0.23
game thrones season 4 finale spoilers fans angry showrunners,IAB12 News,0.19
google given new 68600 price target citigroup inc googl,IAB19 Technology & Computing,0.19
teslas elon musk gives sex,IAB2 Automotive,0.28
new blood test may predict alzheimers dementia risk,IAB15 Science,0.33
change japan future power plan nuclear energy remains important,IAB12 News,0.19
white house downplays role natural gas policy ukraine crisis,IAB12 News,0.25
khloe kardashians birthday wish revealed,IAB12 News,0.2
comcast investigating belligerent service rep,IAB3 Business,0.26
emma roberts takes palo alto san francisco,IAB17 Sports,0.22
ag biden proposes settlement apple ebook price fixing scheme,IAB3 Business,0.19
national highway traffic safety agency probes older ram pickups,IAB20 Travel,0.27
contact lens horror bugs ate girls eyeballs,IAB24 Uncategorized,0.12
whatsapp banned iran zuckerberg jewish,IAB9 Hobbies & Interests,0.12
done warning signs clear,IAB12 News,0.11
driverless cars master roads,IAB2 Automotive,0.68
colorado wrestles keep edible marijuana away kids,"IAB11 Law, Gov’t & Politics",0.22
kelly clarkson welcomes first child,IAB6 Family & Parenting,0.64
facebook buys oculus vr maker virtual reality headset 2 billion,IAB19 Technology & Computing,0.36
microsoft ceo satya nadella unveils skype translation,IAB19 Technology & Computing,0.42
heroin overdose killed gwar frontman,IAB24 Uncategorized,0.12
tequila healthy find devils water could help waytoo,IAB8 Food & Drink,0.17
elisabeth hasselbeck slams former cohost rosie odonnells return view,IAB12 News,0.09
kiefer sutherland wishes freddie prinze jr best following,IAB6 Family & Parenting,0.2
expensive food tastes better study,IAB15 Science,0.34
anna kendrick snl host episode pitch perfect 2 star nails performance,IAB1 Arts & Entertainment,0.24
angela merkels athens visit seen sign support greeces austerity,IAB14 Society,0.14
whats true cost climate change,IAB24 Uncategorized,0.3
cressida confidential cressida makes increasing appearances prince,IAB24 Uncategorized,0.45
malaysian pilot opposed government,IAB12 News,0.14
apples iphone 6 may face dayone supply problems,IAB19 Technology & Computing,0.27
alleged victim chris brown assault trying get rich,IAB12 News,0.13
10 things know wednesday 18 june 2014,IAB12 News,0.16
porsche tops jd power quality survey,IAB2 Automotive,0.85
facebook back worlds productivity back,IAB3 Business,0.26
gaga bennett go cheek cheek,IAB1 Arts & Entertainment,0.26
target boss step store fails recover data breach,IAB3 Business,0.31
amazon unveils smartphone buy,IAB19 Technology & Computing,0.29
credit suisse pay 885 million settle us mortgage cases,IAB12 News,0.24
scientists unveil dinosaur dubbed chicken hell wfsb 3 connecticut,IAB15 Science,0.53
international space station finally getting espresso machine,IAB20 Travel,0.32
gay pride parades across us draw huge crowds,IAB12 News,0.21
htc one m8 support 4g lte india,IAB20 Travel,0.18
copyright row led zeppelin classic stairway heaven,IAB20 Travel,0.35
2014 macbook air vs macbook pro retina display,IAB19 Technology & Computing,0.4
aidscuring device needs testing egypts army says,IAB15 Science,0.18
stock market today oracles 5 billion buy fmcs profit cut,IAB3 Business,0.17
ecigarettes target youth according democrats report,IAB12 News,0.14
amazon raising prime membership 99 per year,IAB3 Business,0.24
twitter execs bail growth stutters,IAB24 Uncategorized,0.15
tesla motors inc ceo model x harder design,IAB2 Automotive,0.18
tmz bieber strike plea deal miami beach dui case,IAB12 News,0.17
early surface pro 3 users struggle wireless networking glitches,IAB19 Technology & Computing,0.18
movies 5814,IAB1 Arts & Entertainment,0.14
europe close stocks little changed us jobs factory data,IAB3 Business,0.36
refinancing home,IAB13 Personal Finance,0.37
apple iphone 5s remains 1 us,IAB19 Technology & Computing,0.31
samsung galaxy tab vs apples ipads compare,IAB19 Technology & Computing,0.3
winter wheat state,IAB24 Uncategorized,0.12
buying google pullback,IAB19 Technology & Computing,0.31
franklin county radio hams join national deployment,IAB9 Hobbies & Interests,0.26
passenger jet nearly collided drone march faa,IAB20 Travel,0.21
blood test could help prevent suicide people certain gene,IAB15 Science,0.39
seth meyers newfound appreciation pockets,IAB12 News,0.1
dave coulier shiness love marries melissa,IAB6 Family & Parenting,0.24
microsoft offers security tips windows xp holdouts,IAB19 Technology & Computing,0.24
train dragon 2 surpasses original,IAB1 Arts & Entertainment,0.2
lawsuit filed us court malaysia airlines boeing,IAB3 Business,0.61
playstation network playstation store psn hacked ddos,IAB19 Technology & Computing,0.34
vaginal organs grown labs successfully implanted girls,IAB15 Science,0.57
chris evans retiring acting focusing directing,IAB4 Careers,0.23
see kim kardashian kanye wests gorgeous wedding photo booth snaps,IAB1 Arts & Entertainment,0.26
worst dressed stars mtv movie awards past,IAB18 Style & Fashion,0.16
bachelorette 2014 spoiler roundup expect episode 2,IAB12 News,0.41
kim kardashian lived 1950s would looked like,IAB18 Style & Fashion,0.18
keep texas cheerleader kendall jones hunting pics facebook,IAB17 Sports,0.38
mad men recap man versus machine,IAB2 Automotive,0.16
bar car 1,IAB2 Automotive,0.76
european shares extend gains speculation ecb action,IAB3 Business,0.27
doc option watch old deliver us evil instead new one,IAB12 News,0.16
walmart plans shore earnings,IAB3 Business,0.59
potato salad kickstarter surpasses 11000,IAB8 Food & Drink,0.47
remembering blues guitar legend johnny winter,IAB1 Arts & Entertainment,0.11
pregnant women higher risk serious car accidents study says,IAB15 Science,0.36
review edge tomorrow right kind rerun,IAB24 Uncategorized,0.15
study finds gay fathers brain activity similar new mothers new,IAB15 Science,0.43
fed chair yellen says rate moves way address pockets increased,IAB12 News,0.12
usdjpy regains 10100,IAB12 News,0.08
best bay area record stores still business,IAB3 Business,0.87
association home builders commonsense fix housing finance,IAB3 Business,0.37
eva mendes seven months pregnant boyfriend ryan gosling,IAB6 Family & Parenting,0.25
miley cyrus instagram cant stop singer disses avril lavigne,IAB1 Arts & Entertainment,0.18
rihanna deletes freepalestine tweet,IAB16 Pets,0.16
harrison ford hurt set star wars,IAB1 Arts & Entertainment,0.18
walt disney company stock rating upgraded topeka capital markets,IAB1 Arts & Entertainment,0.32
extreme sports camera maker gopro files 100 million ipo,IAB17 Sports,0.64
earth echo exclusive cast star teo halm hints scifi movie similar,IAB15 Science,0.15
american horror story season 4 cast emmywinning actor joins father,IAB1 Arts & Entertainment,0.25
international panel calls cost fight climate change modest urges quick action,IAB24 Uncategorized,0.11
ruffalo takes daunting role normal heart,IAB24 Uncategorized,0.14
new ceo target face,IAB4 Careers,0.22
xbox tv canned,IAB24 Uncategorized,0.19
walt disney dis tops q2 eps 16c,IAB1 Arts & Entertainment,0.53
brad pitt punched face movie premiere report,IAB12 News,0.44
george clooney slams tabloid irresponsible marriage story,IAB12 News,0.64
24 team buying time 12 hours,IAB17 Sports,0.12
nintendo stuck mud wii u mario kart isnt,IAB17 Sports,0.52
warren buffett cocacola notsoamerican dream,IAB8 Food & Drink,0.21
palm sunday 2014,IAB12 News,0.14
chinas love luxury vehicles undimmed domestic troubles,IAB2 Automotive,0.19
iphone 6 rumors release date leaked germany company,IAB3 Business,0.35
gop rivals question rubios ignorance credentials,IAB16 Pets,0.1
google keep 23 update adds support android wear apk download,IAB24 Uncategorized,0.09
venture capitalist tim draper snaps 19 million bitcoin,IAB3 Business,0.3
north wests pierced ears draws controversy,IAB24 Uncategorized,0.18
awkward situation star charged salon assault,IAB24 Uncategorized,0.23
theres price tag obese kids,IAB6 Family & Parenting,0.17
bachelorette finale see pics andi dorfmans dramatic choice,IAB1 Arts & Entertainment,0.23
large jets scary close call barcelona airport,IAB12 News,0.24
shane mcmahon hes returning tonight civil war,IAB20 Travel,0.15
oklahoma ranks top 5 painkiller overdoses,IAB12 News,0.26
sp 500 1900,IAB15 Science,0.19
im really nervous kelly clarkson displays postbaby body first since giving,IAB6 Family & Parenting,0.25
grieving dads plea photoshop babys photo want see,IAB6 Family & Parenting,0.38
tmobile makes two uncarrier announcements test drive streaming,IAB2 Automotive,0.31
chevy steers action captain america winter soldier,IAB2 Automotive,0.66
like write guardians galaxy,IAB24 Uncategorized,0.14
adding kardashians,IAB9 Hobbies & Interests,0.17
feds plosser interest rates well behind appropriate,IAB13 Personal Finance,0.14
mothers day gift ideas abound local merchants,IAB22 Shopping,0.18
jp morgans hunger games,IAB12 News,0.24
new pink floyd album planned october release,IAB12 News,0.18
ipad may allergy source,IAB16 Pets,0.14
ford overlooks big apple 2015 mustang convertible wvideo,IAB2 Automotive,0.44
seoul shares slip fed rate outlook persistent foreign selling,IAB12 News,0.19
gm recalling another 242 million vehicles,IAB2 Automotive,0.49
electric vehicle sales rise may,IAB2 Automotive,0.26
apple planning buy beats dre company 3 billion,IAB3 Business,0.32
chinas lenovo sees 29 jump full year net profit,IAB3 Business,0.29
godzilla director film star wars spinoff,IAB1 Arts & Entertainment,0.27
potential compromise us exportimport banks future emerges house,IAB3 Business,0.4
valeant planning hostile bid allergan,IAB3 Business,0.23
boeing build powerful rocket nasas deepspace missions,IAB3 Business,0.56
wwe rogers announce multiyear television deal,IAB17 Sports,0.53
tax day freebies 2014 14 free things score filing taxes,IAB13 Personal Finance,0.16
pews state news media charts good bad ugly,IAB12 News,0.58
tgi fridays takes chance endless appetizers,IAB8 Food & Drink,0.53
chances us taxpayers getting audited lowest theyve,IAB12 News,0.42
maleficent angelina jolie takes sleeping beauty new trailer watch,IAB1 Arts & Entertainment,0.32
demi lovato talks treatment covers seventeen magazine cant,IAB12 News,0.11
youtube adding 60fps playback tip jar translator updates,IAB20 Travel,0.11
lights love brighten night,IAB1 Arts & Entertainment,0.09
apollo 11 anniversary nasa looks back forward,IAB15 Science,0.2
avicii released hostpital something strange going,IAB12 News,0.12
michael jacksons second posthumous album xscape,IAB1 Arts & Entertainment,0.24
joe manganiello takes action genre sabotage arnold,IAB3 Business,0.07
magnificent seven star eli wallach dies aged 98,IAB1 Arts & Entertainment,0.1
mccarthy freaked saw tammy billboard,IAB12 News,0.16
evasion reportedly hands deep ios 71 untethered jailbreak development,IAB12 News,0.24
flight mh370 raaf small cog giant effort,IAB20 Travel,0.53
senator durbin statement burger king decision shift tax domicile,IAB3 Business,0.4
rolling stones resume world tour israel postponing dates following,IAB20 Travel,0.31
amazon introduces fire phone take apple,IAB19 Technology & Computing,0.22
judges used save last nights american idol,IAB1 Arts & Entertainment,0.22
gopros fetch makes easy dogs take footage,IAB16 Pets,0.15
texas confirms states first case caribbean disease chikungunya,IAB12 News,0.33
médecins sans frontières guinea ebola outbreak unprecedented,IAB12 News,0.17
justin bieber bed selfie good morning,IAB1 Arts & Entertainment,0.22
emperor penguins long thought stable could suffer climate change,IAB15 Science,0.22
zendayas departure puts aaliyah biopic hold,IAB1 Arts & Entertainment,0.22
epic final hobbit trailer released,IAB1 Arts & Entertainment,0.45
sprints acquisition tmobile reportedly close finalized,IAB17 Sports,0.46
gold prices dip asia market poised rebound global events,IAB3 Business,0.17
pfizer disappoints revenue tumbles 9 1135bn,IAB3 Business,0.43
harrison ford breaks ankle star wars filming,IAB1 Arts & Entertainment,0.35
calls governments prevent alcoholrelated deaths,IAB14 Society,0.13
health insurers 80 percent whove signed paid,IAB3 Business,0.17
lil kim baby girl,IAB6 Family & Parenting,0.27
iphone 5c gets affordable 429 8gb model sale,IAB22 Shopping,0.32
abcs scandal season 3 finale review died olivia pope leave opa,IAB1 Arts & Entertainment,0.23
wwe film wm postshow live crowd reaction takers loss,IAB1 Arts & Entertainment,0.27
flu jabs plea young adults hit hard,IAB24 Uncategorized,0.12
britain sell lloyds bank shares worth 42 billion pounds,IAB3 Business,0.64
marijuana used treat epilepsy,IAB24 Uncategorized,0.12
game thrones season 4 premiere shocking 5 best moments hbos two,IAB12 News,0.21
rita ora forgot lines filming fifty shades grey movie,IAB1 Arts & Entertainment,0.15
jk rowling executive produce casual vacancy hbo,IAB1 Arts & Entertainment,0.14
googles new android camera apps best feature,IAB19 Technology & Computing,0.3
apple google call truce patent battle,IAB19 Technology & Computing,0.19
banksy espionagethemed graffiti artwork appears hometown,IAB3 Business,0.22
jersey boys trailer clint eastwood returns musical roots,IAB1 Arts & Entertainment,0.43
someone paid 2 million paper bob dylan wrote,IAB3 Business,0.11
cdc warns sleepy drivers holiday weekend,IAB20 Travel,0.3
ginnifer goodwin josh dallas tie knot,IAB18 Style & Fashion,0.17
iata recommend enhanced aircraft tracking lost flight mh370,IAB20 Travel,0.11
fargo concludes finale thats barely satisfying viewers,IAB1 Arts & Entertainment,0.25
guinea says departing airport passengers screened ebola,IAB20 Travel,0.27
virtual reality next innovation ps4s project morpheus shapes,IAB19 Technology & Computing,0.3
good friday 2014 top 10 quotes five texts share family,IAB23 Religion & Spirituality,0.12
march 2014 npd titanfall tops sales charts ps4 still best selling console us,IAB19 Technology & Computing,0.26
toby kebbell play doctor doom fantastic four,IAB1 Arts & Entertainment,0.22
thursdays followed us including sears holdings williamssonoma,IAB15 Science,0.29
garbage garbage age big data,IAB24 Uncategorized,0.26
chicken hell dinosaur scary absurd big human,IAB24 Uncategorized,0.18
bachelorette slammed eric hill exploited bachelorette producers,IAB3 Business,0.13
chrysler issues reply nhtsa call speedy hitch installation,IAB2 Automotive,0.53
microsoft shaves 100 price surface 2 tablet,IAB19 Technology & Computing,0.37
winter took toll economy,IAB24 Uncategorized,0.16
know loved nicki minajs vma anaconda performance,IAB1 Arts & Entertainment,0.39
google removing search results following eu right forgotten ruling,IAB24 Uncategorized,0.23
pancreatic cancer become 2 cause cancerrelated death study,IAB12 News,0.15
jason momoa play aquaman batman vs superman dawn justice,IAB1 Arts & Entertainment,0.35
chicagobased law firm sues malaysia airlines boeing flight mh370,IAB3 Business,0.33
bet awards 2014 red carpet awards recap,IAB3 Business,0.19
siriusxm fires opie anthony host anthony cumia racist remarks,IAB12 News,0.14
memorable week 3 ballroom dancing stars,IAB1 Arts & Entertainment,0.15
alaskadistributed chicken linked salmonella recalled,IAB8 Food & Drink,0.29
need auto insurance check walmart,IAB2 Automotive,0.55
really idiot wear google glass,IAB19 Technology & Computing,0.2
draft day reviews audiences catch kevin costners latest flick,IAB1 Arts & Entertainment,0.44
dow sp 500 back plus column,IAB15 Science,0.23
recap american idol season finale,IAB1 Arts & Entertainment,0.46
rapper survives cutting penis leap secondfloor apartment,IAB12 News,0.15
review fxs tyrant return covert affairs,IAB24 Uncategorized,0.17
review rick ross mastermind,IAB1 Arts & Entertainment,0.11
solange familys good,IAB14 Society,0.21
trends fuel cell hydrogen industries,IAB12 News,0.36
random romance zac efron michelle rodriquez dating,IAB24 Uncategorized,0.34
speaking 2 languages may slow brain ageing,IAB24 Uncategorized,0.15
aaic healthy lifestyle may deflect dementia,IAB24 Uncategorized,0.14
mustsee late night clip jimmy fallon arnold schwarzenegger get,IAB1 Arts & Entertainment,0.32
apple argues copying built samsungs development process,IAB19 Technology & Computing,0.25
ally files ipo could raise 3b ktvn channel 2 reno tahoe,IAB20 Travel,0.18
duke porn star belle knox craft scenes turns,IAB1 Arts & Entertainment,0.16
new study suggests antarctic glacier melting may irreversible,IAB12 News,0.3
stephen colbert pays visit show hell take david letterman says,IAB12 News,0.13
glaxosmithkline continue magea3 cancer drug trial,IAB15 Science,0.28
sun pharma buy ranbaxy usd 4 bn,IAB3 Business,0.47
heir naziera art hoard cornelius gurlitt dead 81,IAB9 Hobbies & Interests,0.09
samsung testing premium galaxy smartphone,IAB19 Technology & Computing,0.18
kim k finally lands cover,IAB12 News,0.11
jonah hill apologizes gay slur paparazzo,IAB12 News,0.18
theres new bacteria town,IAB12 News,0.22
wearable market grows technology becomes wearable,IAB3 Business,0.11
gm adds 971000 recall,IAB3 Business,0.11
german business confidence dip sinks euro,IAB3 Business,0.67
super earth 2012 vp113 would call,IAB15 Science,0.19
bskyb confirms paytv talks 21st century fox,IAB12 News,0.12
wood stork removed endangered species list,IAB15 Science,0.14
penny dreadful tv review,IAB24 Uncategorized,0.16
minnesota issues ban antibacterial ingredient,"IAB11 Law, Gov’t & Politics",0.22
new actionpacked clip xmen days future past highlights new,IAB1 Arts & Entertainment,0.35
morgan freeman explains physics sucking helium,IAB15 Science,0.68
chris pine made court appearance new zealand drink driving charge,IAB12 News,0.48
google names new head glass business,IAB3 Business,0.68
chris harrison blogs bachelorette episode 6,IAB1 Arts & Entertainment,0.13
ps4 vs xbox one war one actually wins says titanfall dev,IAB17 Sports,0.26
tom cruise clandestinely dating fellow scientologist laura prepon,IAB20 Travel,0.51
apple launches iphone 5c 8gb variant,IAB19 Technology & Computing,0.44
coowner bitcoinlinked sites settles sec case,IAB3 Business,0.17
researchers find smokinggun evidence proving big bang theory,IAB15 Science,0.74
mercedesbenz track record year sales,IAB2 Automotive,0.68
google maps time travel,IAB20 Travel,0.76
khloe kardashian supports brother rob calls beautiful new pic,IAB6 Family & Parenting,0.12
watch dogs came bang myriad problems amd users,IAB16 Pets,0.15
abortion counselor videotapes abortion posts youtube says,IAB12 News,0.23
whitey bulgers santa monica apartment rent,IAB21 Real Estate,0.24
jenny mccarthy criticized vaccination beliefs,IAB12 News,0.18
apple releases cheaper imac,IAB19 Technology & Computing,0.23
microsoft extends windows 81 update install deadline,IAB19 Technology & Computing,0.15
michael bay brings boom transformers set,IAB1 Arts & Entertainment,0.17
analysts expect rbi hike hike rates elections,"IAB11 Law, Gov’t & Politics",0.21
judge joe browns meltdown landed jail,"IAB11 Law, Gov’t & Politics",0.14
new nasa space observatory preparing launch vafb tuesday,IAB12 News,0.34
alibaba teams lionsgate lgf bid netflix china,IAB3 Business,0.3
jessica simpson jessica simpson instagram,IAB18 Style & Fashion,0.09
mila kunis ashton kutcher got engaged,IAB12 News,0.16
marvels antman movie gets squashed,IAB1 Arts & Entertainment,0.18
captain america breaks boring streak,IAB24 Uncategorized,0.24
citigroup may pay 87b resolve us mortgage probes source,IAB12 News,0.18
zillow acquired trulia 35 billion,IAB21 Real Estate,0.23
22 jump street exactly like first film college,IAB20 Travel,0.11
ming dynasty chicken cup sold record 36m newson6com tulsa ok,IAB8 Food & Drink,0.22
horrible bosses 2 teaser todays movie trailer day,IAB24 Uncategorized,0.14
apple updates macbook air starts 899 quick facts,IAB19 Technology & Computing,0.44
box office update transformers defy extinction 416 million friday,IAB1 Arts & Entertainment,0.12
wwe disappoints network subscriber numbers stock sinks,IAB17 Sports,0.53
daiichi sankyo handing control ailing ranbaxy local rival sun,IAB17 Sports,0.13
huge development project planned dubai,IAB3 Business,0.18
russian orthodox priest blesses soyuz spacecraft ahead blast,IAB23 Religion & Spirituality,0.29
greencastle relay life raises 236k fight cancer,IAB12 News,0.16
chart many birds killed wind solar oil coal,IAB9 Hobbies & Interests,0.31
atk merge orbital sciences 5 billion deal,IAB15 Science,0.38
clooney wants dream wedding,IAB24 Uncategorized,0.14
drastic action needed stop ebola outbreak,IAB12 News,0.18
metro atlanta home prices jump 16 march,IAB21 Real Estate,0.65
fireworks safety tips,IAB24 Uncategorized,0.09
alleged iphone 6 sapphire front panels put durability tests,IAB19 Technology & Computing,0.31
ukraine gas supplies cut,IAB20 Travel,0.19
demi lovato honors gay grandfather logo tvs trailblazers special,IAB19 Technology & Computing,0.09
toyotas plano move bring 4000 jobs california new york kentucky,IAB3 Business,0.24
wheel fortune host sajak says climate change believers unpatriotic,IAB20 Travel,0.19
report microsoft surface mini launch delayed ms office holdup,IAB19 Technology & Computing,0.36
youve paid taxes,"IAB11 Law, Gov’t & Politics",0.19
jennifer lopez keith urban harry connick jr returning american idol,IAB1 Arts & Entertainment,0.29
icann debate team obama must reverse decision internet control,IAB24 Uncategorized,0.12
oregon jobless rate lowest since 2008,IAB4 Careers,0.13
know still use windows xp,IAB19 Technology & Computing,0.38
samsung launches galaxy core 2 another step towards breakdown,IAB19 Technology & Computing,0.51
antiapartheid activist nadine gordimer dies,IAB12 News,0.22
investors dump barclays plc yesterdays slump,IAB3 Business,0.39
watch dogs first impressions,IAB16 Pets,0.43
cameron diazs style evolution see fashionable moments,IAB18 Style & Fashion,0.47
oracle orcl releases quarterly earnings results,IAB19 Technology & Computing,0.33
apple shares soar increased buyback,IAB3 Business,0.19
met mother finale inevitable awkward conclusion,IAB6 Family & Parenting,0.38
voice season finale winner,IAB20 Travel,0.1
samsung announces handful new lowend android smartphones,IAB19 Technology & Computing,0.19
destiny quite possibly expensive game time,IAB17 Sports,0.59
bnp fined 89 bn breaking us sanctions,IAB3 Business,0.22
fear cash shortages hinder fight ebola,IAB24 Uncategorized,0.13
youll soon able flip bird emoji,IAB24 Uncategorized,0.15
joan rivers slams lena dunham appearance tells girls ok stay fat,IAB6 Family & Parenting,0.13
omnicom group host conference call,IAB19 Technology & Computing,0.22
