text,iab_label,confidence
yen gains asia us stocks fall,IAB24 Uncategorized,0.13
old rivals ibm apple team ipad deal,IAB19 Technology & Computing,0.36
addressing critics homestead credit,IAB13 Personal Finance,0.15
cheesecake factory makes unhealthiest meals america list 2 years row,IAB8 Food & Drink,0.66
squirrel blamed 300k damage fort wayne building,IAB12 News,0.16
bryan cranston julia louisdreyfus big winners 66th emmy awards,IAB1 Arts & Entertainment,0.3
pot vending machine makes debut colorado,IAB16 Pets,0.11
guardians galaxy awesome mix action laughs good times,IAB1 Arts & Entertainment,0.27
nih alcohol calculator shows much booze one drink,IAB12 News,0.34
lets talk leonardo dicaprios dancing coachella,IAB1 Arts & Entertainment,0.63
spotify reaches next milestone 10 million paying subscribers,IAB3 Business,0.1
barack obama mourns death poet author maya angelou,IAB23 Religion & Spirituality,0.16
putin keep salary bank hit sanctions,IAB3 Business,0.22
noah mixed signals mexico strong start predicted christian rock cut,IAB23 Religion & Spirituality,0.3
nigeria africas biggest economy,IAB3 Business,0.5
apple macbook air faster cheaper,IAB19 Technology & Computing,0.33
captain america 3 script moves along winter soldiers role undefined cap,IAB24 Uncategorized,0.55
finally something youre stranded airport,IAB20 Travel,0.53
woman review scorned kate upton cameron diaz need laughs,IAB1 Arts & Entertainment,0.15
netflix raises prices new subscribers 1 immediate effect,IAB3 Business,0.18
snapchat gets slapped false promises privacy ftc,IAB19 Technology & Computing,0.19
carriers along apple samsung nokia others join forces antitheft,IAB19 Technology & Computing,0.28
amazon resisting ftc inapp purchases children,IAB6 Family & Parenting,0.19
carl sagan comparisons keep tyson toes,IAB12 News,0.09
apple hails bumper q2 iphone sales,IAB19 Technology & Computing,0.47
cyanogenmodpowered oneplus one arrives snapdragon 801 55in hd,IAB19 Technology & Computing,0.2
indian rupee touches onemonth high yellens comments china export data,IAB12 News,0.24
liveaction little mermaid film way,IAB1 Arts & Entertainment,0.35
study electrical implant helps paralyzed men move legs,IAB15 Science,0.53
movie review moms night,IAB6 Family & Parenting,0.34
allman files suit production company,IAB3 Business,0.43
50 cent shows rust animal ambition,IAB9 Hobbies & Interests,0.15
hong kong stock exchange chairman hopes central wont occupied,IAB3 Business,0.3
apple pt raised 59000 aapl,IAB19 Technology & Computing,0.12
aereos tv watchers,IAB1 Arts & Entertainment,0.27
weve got failure communicate microsoft,IAB19 Technology & Computing,0.36
money country taylor swift kenny chesney top earners list,IAB3 Business,0.17
5 scandal characters wed like see blown season 3 finale,IAB12 News,0.16
gm still another recall,IAB24 Uncategorized,0.14
ula releases rocket costs spacex counterstrike,IAB20 Travel,0.35
yahoos government data requests drop 28 percent,IAB24 Uncategorized,0.13
pretty little liars review new techsavvy,IAB12 News,0.16
fiennes shows comic chops anderson film,IAB1 Arts & Entertainment,0.3
report reveals biggest threats internets future,IAB19 Technology & Computing,0.3
german ministers advocate ambitious climate protection,IAB12 News,0.17
internet posters help couple see daughter special way,IAB6 Family & Parenting,0.22
stocks poised post weekly dip,IAB24 Uncategorized,0.14
bi intermune tout lung drugs,IAB20 Travel,0.1
microsoft unveils office ipad free reading presenting,IAB19 Technology & Computing,0.35
andrew garfield shaves head appears drag arcade fires exist video,IAB1 Arts & Entertainment,0.19
cameron diaz jason segel look sex tape,IAB12 News,0.15
morgans condition upgraded fair,IAB12 News,0.18
nasas space station robonaut finally getting legs,IAB20 Travel,0.43
lindsay lohan star david mamets speedtheplow london,IAB20 Travel,0.17
google sunpower partner funding home solar roofs,IAB13 Personal Finance,0.12
daily dish,IAB8 Food & Drink,0.3
winooski 5th grader wins vt doodle 4 google competition nomination,IAB24 Uncategorized,0.09
apple testing related search terms ios app store,IAB19 Technology & Computing,0.1
stocks fall soso economic news iraq turmoil,IAB12 News,0.42
shailene woodley amazing spiderman 2 deleted scenes,IAB1 Arts & Entertainment,0.46
intuitive surgical jinkosolar holdings rubicon technology jumped,IAB19 Technology & Computing,0.19
mumbai youth infant jesus church dombivli enact way cross,IAB23 Religion & Spirituality,0.5
pregnant women encourage take iodine supplement,IAB6 Family & Parenting,0.26
polluted air killed 7 million 2012,IAB24 Uncategorized,0.17
birds back dazzling overloaded rio 2,IAB17 Sports,0.19
harrison fords injury halt star wars 2 weeks,IAB17 Sports,0.33
uk manufacturing growth continues 15th month running,IAB3 Business,0.33
health department warning 3 imported chikungunya cases pa,IAB12 News,0.23
miley cyrus hospitalized severe allergic reaction,IAB6 Family & Parenting,0.13
hugh jackman lists wolverinerelated injuries,IAB12 News,0.31
red planet roadmap dc conference eyes manned mars missions,IAB20 Travel,0.2
google external experts tour europe explain right forgotten,IAB24 Uncategorized,0.25
xmen director bryan singer accused sexually abusing teenage boy 1999,IAB1 Arts & Entertainment,0.49
fsa launches campylobacter campaign aimed poultry supply chain,IAB12 News,0.13
game thrones women westeros,IAB17 Sports,0.19
google integration end,IAB24 Uncategorized,0.11
us stockswall st cuts gains tech stocks reverse course,IAB14 Society,0.15
car sales gm ford top estimate winter thaw brings buyers,IAB2 Automotive,0.51
britain launches 17 million science prize,IAB15 Science,0.67
caffeine may affect teen girls boys differently,IAB6 Family & Parenting,0.17
solange knowles kim ks bff rachel roy feud jayz fight,IAB12 News,0.14
brent holds 113 sees biggest weekly drop since mar,IAB3 Business,0.13
whitney houston film directed angela bassett,IAB1 Arts & Entertainment,0.21
red wine antioxidant fails lengthen lives says study,IAB15 Science,0.43
music review led zeppelin reissues landmark first 3 albums offer meager fare,IAB24 Uncategorized,0.17
global recovery accelerate 2015 imf,IAB3 Business,0.14
fifty shades grey upon times jamie dornan smirks sexily new,IAB18 Style & Fashion,0.13
ignitionswitch defect hits chrysler jeeps investigated canada us,IAB2 Automotive,0.61
forex yen weakens boj minutes show minority dissent,IAB3 Business,0.21
update 4cement makers lafarge holcim agree merger plan source,IAB3 Business,0.3
katie couric ties knot john molner intimate ceremony,IAB6 Family & Parenting,0.16
boston hospitals say theyre ready ebola cases,IAB12 News,0.24
journal expresses concern facebook study handled,IAB12 News,0.35
gene testing used hunt bigfoot cousins,IAB15 Science,0.39
kim kardashian kanye west wedding new details upcoming affair,IAB12 News,0.76
tequila plant sweetener diabetics,IAB8 Food & Drink,0.16
gwen stefani coach new season voice,IAB17 Sports,0.1
pipeline chobani ripoff allegation google ventures kevin rose protested,IAB8 Food & Drink,0.37
agent provocateur tries sex monty python,IAB16 Pets,0.24
star wars episode vii gets official timeline marvel crossover prank,IAB1 Arts & Entertainment,0.38
jeff bezos amazon payments team move faster,IAB3 Business,0.55
dancing stars 2014 elimination danica mckellar goes home,IAB1 Arts & Entertainment,0.27
body double actors hired replace paul walker final fast furious,IAB4 Careers,0.1
pharrell minaj lead bet award winners,IAB1 Arts & Entertainment,0.21
towies danielle armstrong kim kardashian fashion icon,IAB18 Style & Fashion,0.52
jessica simpson eric johnson tie knot california ranch,IAB18 Style & Fashion,0.1
duke says sc coal ash ponds differ nc,IAB15 Science,0.19
mh17 nsc plan next course action meeting investigators,IAB15 Science,0.24
mental health advocate says violence mental illness shouldnt,IAB12 News,0.13
rumour itnew adele album end 2014,IAB12 News,0.46
obamacare website resets passwords heartbleed bug,IAB12 News,0.13
bangladesh reforms must ramp progress,IAB12 News,0.13
netflix lays new price increases,IAB1 Arts & Entertainment,0.21
2nd ld writethru us economy contracts 29 percent q1,IAB3 Business,0.39
japanese market advances wall street cues,IAB3 Business,0.26
rita ora found learning lines fifty shades grey incredibly difficult,IAB24 Uncategorized,0.14
att unveils pricing preorder info samsung devices,IAB19 Technology & Computing,0.18
fitch revises sa outlook negative,IAB12 News,0.26
air corridors searched missing airliner,IAB20 Travel,0.35
us plans use antitax evasion law penalize russian banks investors,"IAB11 Law, Gov’t & Politics",0.23
north america facebook buy virtual reality goggles maker 2bn,IAB3 Business,0.28
bieber hearing set may canada,IAB3 Business,0.4
us july 4 travel expected rise improving consumer spending,IAB20 Travel,0.48
euro stocks drop aviation shares hit,IAB24 Uncategorized,0.17
us midday gold bounces sixweek lows,IAB12 News,0.13
nationwide call center releases article obamacare affects businesses,IAB3 Business,0.44
delhi polluted city world says world health organisation,IAB12 News,0.15
customer data facebooks social experiment triggers public outcry,IAB14 Society,0.2
stay safe fourth july weekend,IAB20 Travel,0.19
facebook added button lets ask friends theyre single,IAB24 Uncategorized,0.09
colon cancer steady decline past decade,IAB12 News,0.14
bipartisan leaders make economic case fighting climate change,"IAB11 Law, Gov’t & Politics",0.19
auto interiors company created joint venture wisconsin,IAB2 Automotive,0.42
charlie snoopy return 3d film,IAB1 Arts & Entertainment,0.13
aspirins ability prevent colon cancer may depend genes,IAB15 Science,0.21
report fccs proposed middle ground net neutrality rules come fire,IAB12 News,0.53
gold loses ground amid asia demand us stimulus concerns,IAB12 News,0.2
rihannas face watching chris brown drake espys,IAB17 Sports,0.49
gordimer treasure tutu,IAB18 Style & Fashion,0.23
nirvana members rock secret reunion gig brooklyn,IAB1 Arts & Entertainment,0.23
samsung everybody else cares health,IAB7 Health & Fitness,0.17
preorder alien isolation get sigourney weaver bonus,IAB15 Science,0.12
canada stocks watch amaya gaming crescent point encana,IAB17 Sports,0.24
air quality worsening many world cities claims,IAB12 News,0.27
pandora increase monthly subscription fees starting may,IAB3 Business,0.11
midnight rider director randall miller charged onset death,IAB1 Arts & Entertainment,0.16
walking dead andrew lincoln visits talking dead,IAB20 Travel,0.31
2015 corvette z06 convertible isnt first z06 convertible ever made,IAB2 Automotive,0.42
indian oomph cannes,IAB17 Sports,0.08
automakers recall millions cars defective air bags,IAB2 Automotive,0.76
ntsb faults pilot mismanagement asiana flight fox carolina 21,IAB20 Travel,0.16
tesla talks china battery deal panasonic gears launch model x,IAB19 Technology & Computing,0.23
twitter posts strongerthanexpected results user growth soars,IAB24 Uncategorized,0.09
windows phone 81 roll existing devices second week july,IAB19 Technology & Computing,0.2
shield actor gunned wife,IAB6 Family & Parenting,0.21
bestdressed 2014 costume institutes met gala,IAB14 Society,0.15
scattershot legal blast beats cofounder steven lamar reveals apple,IAB12 News,0.12
watch live 2014 billboard music awards red carpet,IAB1 Arts & Entertainment,0.17
morgan stanley posts 15b profit boosted wealth management,IAB3 Business,0.46
obamacare reaches end first chapter,IAB14 Society,0.14
see jessica simpsons beautiful wedding portrait,IAB1 Arts & Entertainment,0.46
state sits new obamacare grants,"IAB11 Law, Gov’t & Politics",0.32
kevin bacon recreates footloose dance magical,IAB1 Arts & Entertainment,0.31
unwanted prescription drugs discarded environmental fair saturday,IAB24 Uncategorized,0.15
hot trailer horrible bosses 2,IAB24 Uncategorized,0.15
true blood ending theyve hit wall says hbo,IAB12 News,0.32
whats wrong argentinas economy,IAB3 Business,0.27
stocks worse week two years,IAB3 Business,0.19
googles android one q analysis,IAB19 Technology & Computing,0.26
mill lit blue raise awareness autism,IAB24 Uncategorized,0.12
german tabloid brings kim kate together bum photos,IAB12 News,0.44
captain america leads uk buzz,IAB12 News,0.29
chipotle short story cups toni morrison judd apatow malcolm gladwell,IAB8 Food & Drink,0.39
epstein us opportunity protect alaskas seas,IAB15 Science,0.16
frat boys knocked spiderman box office,IAB1 Arts & Entertainment,0.49
voice playoffs continue,IAB20 Travel,0.11
frequent migraines affect whole family,IAB6 Family & Parenting,0.31
miley cyrus shares seminaked selfie shows lot boob racy,IAB1 Arts & Entertainment,0.21
tweetdeck xss worm goes viral,IAB20 Travel,0.13
game thrones spoilers synopsis season 4 episode 6 laws god,IAB12 News,0.24
us employers add 209k jobs rates rise 62 percent,IAB3 Business,0.17
reduce allergies gardening,IAB10 Home & Garden,0.31
apple given new 65000 price target pacific crest aapl,IAB19 Technology & Computing,0.18
new thor woman big news unexpected source,IAB12 News,0.59
3d systems reports promising q1 results,IAB19 Technology & Computing,0.16
jdcom jd prices ipo 19 expected range,IAB3 Business,0.15
wish review funny touching soulsearching,IAB23 Religion & Spirituality,0.14
bank america profit falls second quarter,IAB3 Business,0.39
rate snapshot fed may increase rates sooner thought,IAB24 Uncategorized,0.09
facebook inc fb receives ftc approval acquire whatsapp,IAB19 Technology & Computing,0.25
apple unlocks new copy cat docs evidence samsung pilfered iphone unlock,IAB19 Technology & Computing,0.33
gold samsung galaxy s5 shown tmobile ceo john legere,IAB19 Technology & Computing,0.39
live webcam provides rare glimpse arctic snowy owls,IAB12 News,0.21
hk stocks close flat,IAB12 News,0.23
american makes changes frequent flier program,IAB20 Travel,0.4
syfy horror spoof sharknado 2 whipped storm viewers tweets,IAB1 Arts & Entertainment,0.49
visitors restonarea locations may exposed measles,IAB20 Travel,0.24
maxims hottest women 2014,IAB18 Style & Fashion,0.1
netflix sitcom brings together fonda tomlin,IAB1 Arts & Entertainment,0.43
samsung unveils galaxy s5 india priced inr 51k inr 53k,IAB19 Technology & Computing,0.27
five things,IAB9 Hobbies & Interests,0.09
internet reacted facebook outage,IAB19 Technology & Computing,0.14
ford takes turn 434000 cars suvs recalled,IAB2 Automotive,0.33
philippines raise china territorial dispute asean summit,IAB12 News,0.21
chaz ebert expected dedication roger ebert sculpture champaign theater,IAB1 Arts & Entertainment,0.66
fighting continues east ukraine russian gas deal deadline approaches,IAB12 News,0.17
lionsgate orders divergent sequel insurgent young adult film aims,IAB1 Arts & Entertainment,0.41
retired banker turned pot entrepreneur,IAB3 Business,0.32
tiger woods girlfriend lindsey vonn good friends exwife elin,IAB17 Sports,0.19
apple said headhunt tag heuer exec iwatch,IAB19 Technology & Computing,0.19
ohio geologists link small quakes fracking 4 hours ago,IAB15 Science,0.4
science fiction teen drama never really takes,IAB15 Science,0.24
lady gaga tony bennett announce album release debut duet,IAB12 News,0.29
weibo valued 346 billion bottomend ipo pricing,IAB3 Business,0.15
supreme court backs broadcasters aereo theres come,IAB12 News,0.18
tesla breaks ground nevada takes lead new factory,IAB3 Business,0.43
megan fox joins instagram stunning makeup selfie,IAB1 Arts & Entertainment,0.2
study obamacare could help live longer,"IAB11 Law, Gov’t & Politics",0.28
35 new photos show room cobain shot,IAB12 News,0.11
common pays tribute michael brown mtv video music awards network,IAB1 Arts & Entertainment,0.19
seinfeld actor wayne knight latest celebrity death hoax target,IAB1 Arts & Entertainment,0.16
julianne hough return dancing stars monday calls doover,IAB1 Arts & Entertainment,0.27
antiaging protein pumps muscle brain function,IAB15 Science,0.15
mortgage interest rates phh mortgage wednesday apr 16,IAB12 News,0.27
nokia lumia 630 rival motorolas moto e 90 pricetag,IAB2 Automotive,0.23
oh look lesserspotted kardashians,IAB24 Uncategorized,0.14
canadian dollar currency benefits burger kings tim horton acquisition,IAB8 Food & Drink,0.33
neil patrick harris shares coming brought opportunities ever,IAB12 News,0.22
8inch surface mini reportedly delayed last minute,IAB12 News,0.12
twitter shuts tweetdeck users hit security breach,IAB24 Uncategorized,0.14
recently discovered earthlike exoplanet likely uninhabitable,IAB12 News,0.45
first look microsoft surface pro 3,IAB19 Technology & Computing,0.65
update abbvie ups proposal shire calls shareholders put pressure,IAB3 Business,0.27
ebola virus outbreak continues west africa death toll 140,IAB12 News,0.13
us jobless claims plunge 32000 300000,IAB12 News,0.15
real estate rival acquires trulia 35bn allshare deal,IAB21 Real Estate,0.54
pythons greatest hits delight fans,IAB16 Pets,0.36
wiz khalifa song adele,IAB1 Arts & Entertainment,0.29
fracking wastewater injection linked increase oklahoma earthquakes,IAB12 News,0.3
melting antarctic ice formation may trigger unstoppable sealevel rise,IAB20 Travel,0.12
details last contact malaysia airlines flight mh370 released,IAB12 News,0.48
director paul mazursky dies,IAB4 Careers,0.12
andrew sterns family issues statement suicide,IAB12 News,0.27
skype translator provides instantaneous translations videoconferences,IAB20 Travel,0.11
database docs getting millions medicare,IAB24 Uncategorized,0.18
selena gomez vanessa hudgens tease fans nearsmooch selfie,IAB1 Arts & Entertainment,0.15
three hours television day kill,IAB12 News,0.24
shoe company offers refunds part settlement,IAB3 Business,0.24
orbitals cygnus berths international space station,IAB20 Travel,0.47
stars including chris martin lily allen back dementia campaign,IAB24 Uncategorized,0.19
amazon smartphone reinvigorates appstore hunt,IAB19 Technology & Computing,0.29
ford profit driven north america warranty costs,IAB3 Business,0.31
push prevent drinking boating,IAB17 Sports,0.14
facebook back online crash,IAB19 Technology & Computing,0.15
kim kardashian wears givenchy wedding dress,IAB18 Style & Fashion,0.57
updated monday may 5 2014 0846 edt,IAB12 News,0.2
first trailer clint eastwoods jersey boys movie,IAB1 Arts & Entertainment,0.18
already locked report shows canada immune impact global warming,IAB12 News,0.29
american horror story coven paleyfest next season scoop wild audience,IAB1 Arts & Entertainment,0.2
trailer jason bateman charlie day jason sudeikis return horrible,IAB20 Travel,0.27
directv sec network,IAB19 Technology & Computing,0.11
app updates week microsoft office google skype,IAB19 Technology & Computing,0.41
game thrones season 4 trailer good power cannot protect,IAB1 Arts & Entertainment,0.28
best buy co inc nysebby trails estimates recording higherthan,IAB3 Business,0.48
amazon meets comixology could great crossover,IAB1 Arts & Entertainment,0.16
health insurance 39 56 obamacare reach 2604 month calif,IAB12 News,0.14
regulators slammed taking quick action faulty gm vehicles,IAB2 Automotive,0.27
walking dead poll would gone terminus,IAB24 Uncategorized,0.17
justin bieber apologizes recording racial slur,IAB12 News,0.24
express leaps sycamore reports stake plans takeover bid,IAB12 News,0.2
claim khloe kardashian lamar odoms nightclub runin setup,IAB1 Arts & Entertainment,0.28
jj firstquarter net 8 percent sales jump lower costs,IAB3 Business,0.22
first look amazing spiderman 4,IAB1 Arts & Entertainment,0.42
begin review music drama hits misses,IAB1 Arts & Entertainment,0.21
course rihanna eminem ice bucket challenge audience,IAB1 Arts & Entertainment,0.21
robert pattinson living kristen stewart,IAB6 Family & Parenting,0.08
pinterest accounts hacked mass weight loss scam,IAB16 Pets,0.17
fashion designer lwren scott cremated private funeral,IAB18 Style & Fashion,0.5
google glass opens buying glass us resident passover,IAB14 Society,0.22
walking dead season finale theyre screwing wrong people,IAB24 Uncategorized,0.13
ocean plastic pollution may less expected,IAB24 Uncategorized,0.19
turkey still tweeting despite ban twitter,IAB24 Uncategorized,0.17
video apollo 11 lifted moon 45 years ago today,IAB20 Travel,0.37
missouri debates barring direct car sales challenge tesla,"IAB11 Law, Gov’t & Politics",0.21
finally kim got married kayne italy,IAB12 News,0.25
5 new species armoured spiders found chinese caves,IAB15 Science,0.26
fifty shades movie focused romance raunch,IAB24 Uncategorized,0.13
8 things start wednesday looks like 7b settlement citigroup,IAB14 Society,0.19
melissa mccarthy covers tammy directorhusband ben falcone kisses,IAB1 Arts & Entertainment,0.15
raw satellite data malaysian mh370 released tuesday,IAB20 Travel,0.12
megan foxs hot teenage mutant ninja turtles premiere dress,IAB18 Style & Fashion,0.48
bachelorette finale recap andi picks josh,IAB12 News,0.15
eminems headlights video gave us major feels mothers day,IAB6 Family & Parenting,0.23
wheel fury pat sajack goes bizarre global warming rant,IAB12 News,0.15
facebook launches slingshot messaging app,IAB19 Technology & Computing,0.18
google microsoft prefer dual booting asus notebook,IAB19 Technology & Computing,0.38
newfound pink world lurks edge solar system,IAB12 News,0.35
ultimate himym series finale guide,IAB1 Arts & Entertainment,0.09
plug prey hackers reprogram usb drives silently infect pcs,IAB19 Technology & Computing,0.28
great band name twitter users mock gwyneth paltrow chris martin,IAB24 Uncategorized,0.15
apple unveils latest imac starting 1099,IAB19 Technology & Computing,0.45
peepify easter,IAB5 Education,0.15
kiefer sutherlands reps fox already responded freddie prinze jrs,IAB12 News,0.12
alicia keys ft kendrick lamar prod pharrell listen,IAB1 Arts & Entertainment,0.16
gary oldman defends mel gibson rails political correctness,IAB24 Uncategorized,0.15
beyonce jay z run tour official setlist,IAB1 Arts & Entertainment,0.27
nikkei drops 112week low strong yen china data,IAB12 News,0.18
sony tops console sales units microsoft first revenue 1,IAB14 Society,0.32
upbeat china pmi boosts asian equities,IAB12 News,0.2
georgia republican says new guns everywhere law godgiven right,IAB12 News,0.26
huge dose modified measles vaccine kills cancer leads one woman,IAB12 News,0.32
indias july pmi rises factory activity registers fastest growth 17 months,IAB3 Business,0.5
apple inc aapl news apple skepticism follows comcast report new,IAB12 News,0.61
dr oz senate scolding 10 controversial weight loss supplements,"IAB11 Law, Gov’t & Politics",0.23
shire nixes 46b bid us drug giant abbvie,IAB14 Society,0.46
indian economy gain momentum may grow 49 year oecd,IAB3 Business,0.19
ciara fiance future first child,IAB6 Family & Parenting,0.52
brief,IAB12 News,0.11
indiana june 1 winter wheat forecast,IAB12 News,0.26
nasa still working russia sanctions,IAB15 Science,0.31
amazoncom incs share price reveals optimistic hachette,IAB19 Technology & Computing,0.27
scarlett johansson opens motherhood career,IAB6 Family & Parenting,0.56
india officially declared free polio,IAB12 News,0.39
feds close investigation tesla battery fires new shields added,IAB12 News,0.12
health overhaul signups,IAB12 News,0.15
easter sunrise service celebrates resurrection tradition,IAB23 Religion & Spirituality,0.6
fifty shades grey trailer mostwatched 2014,IAB1 Arts & Entertainment,0.1
white house looks cut methane emissions new plan,IAB12 News,0.21
new nokia looks move forward selling handset division microsoft,IAB12 News,0.19
three arrested mine tragedy,IAB24 Uncategorized,0.18
amazon buy video game livestreaming site twitch 970 million,IAB3 Business,0.32
kim kardashian showed bigtime cleavage wearing little sisters,IAB18 Style & Fashion,0.26
jodie foster marries girlfriend fans congratulate couple,IAB6 Family & Parenting,0.31
oppo n1 mini works,IAB24 Uncategorized,0.14
pm asks youth take lead blood donation,IAB12 News,0.13
walking dead season finale bye bye hamlet hello rick 20,IAB1 Arts & Entertainment,0.18
