text,confidence,iab_label
parenting gender dysphoria,0.85,IAB6 Family & Parenting
parenting clinic,0.85,IAB6 Family & Parenting
parenting china,0.85,IAB6 Family & Parenting
parenting india,0.85,IAB6 Family & Parenting
parenting iran,0.85,IAB6 Family & Parenting
parenting ireland,0.85,IAB6 Family & Parenting
parenting pakistan,0.85,IAB6 Family & Parenting
parenting philippines,0.85,IAB6 Family & Parenting
parenting singapore,0.85,IAB6 Family & Parenting
parenting united kingdomteen,0.85,IAB6 Family & Parenting
parenting united statesteen pregnancybirth control,0.85,IAB6 Family & Parenting
parenting teen,0.85,IAB6 Family & Parenting
parenting teen pregnancy,0.85,IAB6 Family & Parenting
parenting birth control,0.85,IAB6 Family & Parenting
parenting birth control movement in the united states,0.85,IAB6 Family & Parenting
parenting history of condoms,0.85,IAB6 Family & Parenting
parenting social hygiene movement,0.85,IAB6 Family & Parenting
parenting timeline of reproductive rights legislation,0.85,IAB6 Family & Parenting
parenting one-child policy,0.85,IAB6 Family & Parenting
parenting two-child policy,0.85,IAB6 Family & Parenting
parenting three-child policy,0.85,IAB6 Family & Parenting
parenting financialbaby bonusbachelor taxchild benefittax on childlessness,0.85,IAB6 Family & Parenting
parenting abortion law,0.85,IAB6 Family & Parenting
parenting baby bonus,0.85,IAB6 Family & Parenting
parenting bachelor tax,0.85,IAB6 Family & Parenting
parenting child benefit,0.85,IAB6 Family & Parenting
parenting tax on childlessness,0.85,IAB6 Family & Parenting
parenting baby food,0.85,IAB6 Family & Parenting
parenting birth weight,0.85,IAB6 Family & Parenting
parenting breast pump,0.85,IAB6 Family & Parenting
parenting breastfeeding,0.85,IAB6 Family & Parenting
parenting breastfeeding and medications,0.85,IAB6 Family & Parenting
parenting bottle feeding,0.85,IAB6 Family & Parenting
parenting colic,0.85,IAB6 Family & Parenting
parenting cradle cap,0.85,IAB6 Family & Parenting
parenting esotropia,0.85,IAB6 Family & Parenting
parenting failure to thrive,0.85,IAB6 Family & Parenting
parenting immunization,0.85,IAB6 Family & Parenting
parenting infant and toddler safety,0.85,IAB6 Family & Parenting
parenting infant bathing,0.85,IAB6 Family & Parenting
parenting infant feeding,0.85,IAB6 Family & Parenting
parenting infant food safety,0.85,IAB6 Family & Parenting
parenting infant formula,0.85,IAB6 Family & Parenting
parenting infant massage,0.85,IAB6 Family & Parenting
parenting infant respiratory distress syndrome,0.85,IAB6 Family & Parenting
parenting infant sleep training,0.85,IAB6 Family & Parenting
parenting neonatal intensive care unit,0.85,IAB6 Family & Parenting
parenting newborn care and safety,0.85,IAB6 Family & Parenting
parenting oral rehydration therapypedialyte,0.85,IAB6 Family & Parenting
parenting shaken baby syndrome,0.85,IAB6 Family & Parenting
parenting soy formula,0.85,IAB6 Family & Parenting
parenting sids,0.85,IAB6 Family & Parenting
parenting pedialyte,0.85,IAB6 Family & Parenting
parenting baby-led weaning,0.85,IAB6 Family & Parenting
parenting babbling,0.85,IAB6 Family & Parenting
parenting birth defect,0.85,IAB6 Family & Parenting
parenting crawling,0.85,IAB6 Family & Parenting
parenting gestational age,0.85,IAB6 Family & Parenting
parenting infant visual development,0.85,IAB6 Family & Parenting
parenting irritant diaper dermatitis,0.85,IAB6 Family & Parenting
parenting infant cognitive development,0.85,IAB6 Family & Parenting
parenting infant crying,0.85,IAB6 Family & Parenting
parenting kangaroo care,0.85,IAB6 Family & Parenting
parenting nursery rhyme,0.85,IAB6 Family & Parenting
parenting object permanence,0.85,IAB6 Family & Parenting
parenting parenting,0.85,IAB6 Family & Parenting
parenting peekaboo,0.85,IAB6 Family & Parenting
parenting play,0.85,IAB6 Family & Parenting
parenting prenatal development,0.85,IAB6 Family & Parenting
parenting prenatal development table,0.85,IAB6 Family & Parenting
parenting teething,0.85,IAB6 Family & Parenting
parenting walking,0.85,IAB6 Family & Parenting
parenting weaning,0.85,IAB6 Family & Parenting
parenting attachment,0.85,IAB6 Family & Parenting
parenting babysitting,0.85,IAB6 Family & Parenting
parenting children's rightsun child rights,0.85,IAB6 Family & Parenting
parenting circumcision,0.85,IAB6 Family & Parenting
parenting grandparent visitation,0.85,IAB6 Family & Parenting
parenting infant swimming,0.85,IAB6 Family & Parenting
parenting milk bank,0.85,IAB6 Family & Parenting
parenting nanny,0.85,IAB6 Family & Parenting
parenting wet nurse,0.85,IAB6 Family & Parenting
parenting un child rights,0.85,IAB6 Family & Parenting
parenting baby bouncer,0.85,IAB6 Family & Parenting
parenting baby gate,0.85,IAB6 Family & Parenting
parenting baby monitor/hidden camera,0.85,IAB6 Family & Parenting
parenting baby powder,0.85,IAB6 Family & Parenting
parenting baby shampoo,0.85,IAB6 Family & Parenting
parenting baby toy,0.85,IAB6 Family & Parenting
parenting baby walker,0.85,IAB6 Family & Parenting
parenting bib,0.85,IAB6 Family & Parenting
parenting baby swing,0.85,IAB6 Family & Parenting
parenting baby transport,0.85,IAB6 Family & Parenting
parenting bassinet,0.85,IAB6 Family & Parenting
parenting car seat safetychild vehicular heat stroke deaths,0.85,IAB6 Family & Parenting
parenting cloth diaper,0.85,IAB6 Family & Parenting
parenting cradle board,0.85,IAB6 Family & Parenting
parenting diaper,0.85,IAB6 Family & Parenting
parenting diaper bag,0.85,IAB6 Family & Parenting
parenting baby wipes,0.85,IAB6 Family & Parenting
parenting haberman feeder,0.85,IAB6 Family & Parenting
parenting high chair,0.85,IAB6 Family & Parenting
"parenting infant bed(american 'crib' and 'cradle', british 'cot')",0.85,IAB6 Family & Parenting
parenting infant carrier,0.85,IAB6 Family & Parenting
parenting infant clothing,0.85,IAB6 Family & Parenting
parenting pacifier,0.85,IAB6 Family & Parenting
parenting playpen,0.85,IAB6 Family & Parenting
parenting stroller,0.85,IAB6 Family & Parenting
parenting supplemental nursing system,0.85,IAB6 Family & Parenting
parenting swaddling,0.85,IAB6 Family & Parenting
parenting swim diaper,0.85,IAB6 Family & Parenting
parenting teether,0.85,IAB6 Family & Parenting
parenting travel cot,0.85,IAB6 Family & Parenting
parenting child vehicular heat stroke deaths,0.85,IAB6 Family & Parenting
parenting baby shower,0.85,IAB6 Family & Parenting
parenting babywearing,0.85,IAB6 Family & Parenting
