text,confidence,iab_label
programming language rexx,0.85,IAB19 Technology & Computing
programming language ring,0.85,IAB19 Technology & Computing
programming language rocq(previously known ascoq),0.85,IAB19 Technology & Computing
programming language roop,0.85,IAB19 Technology & Computing
programming language rpg,0.85,IAB19 Technology & Computing
programming language rpl,0.85,IAB19 Technology & Computing
programming language rsl,0.85,IAB19 Technology & Computing
programming language rtl/2,0.85,IAB19 Technology & Computing
programming language ruby,0.85,IAB19 Technology & Computing
programming language rust,0.85,IAB19 Technology & Computing
programming language s2,0.85,IAB19 Technology & Computing
programming language s3,0.85,IAB19 Technology & Computing
programming language s-lang,0.85,IAB19 Technology & Computing
programming language s-plus,0.85,IAB19 Technology & Computing
programming language sa-c,0.85,IAB19 Technology & Computing
programming language sabretalk,0.85,IAB19 Technology & Computing
programming language sail,0.85,IAB19 Technology & Computing
programming language sako,0.85,IAB19 Technology & Computing
programming language sas,0.85,IAB19 Technology & Computing
programming language sasl,0.85,IAB19 Technology & Computing
programming language sather,0.85,IAB19 Technology & Computing
programming language sawzall,0.85,IAB19 Technology & Computing
programming language scala,0.85,IAB19 Technology & Computing
programming language scheme,0.85,IAB19 Technology & Computing
programming language scilab,0.85,IAB19 Technology & Computing
programming language scratch,0.85,IAB19 Technology & Computing
programming language scratchjr,0.85,IAB19 Technology & Computing
programming language script.net,0.85,IAB19 Technology & Computing
programming language sed,0.85,IAB19 Technology & Computing
programming language seed7,0.85,IAB19 Technology & Computing
programming language self,0.85,IAB19 Technology & Computing
programming language sensetalk,0.85,IAB19 Technology & Computing
programming language sequencel,0.85,IAB19 Technology & Computing
programming language serpent,0.85,IAB19 Technology & Computing
