text,iab_label,confidence,source
Basic Instinct,IAB1 Arts & Entertainment,0.85,natural
Batman Begins,IAB1 Arts & Entertainment,0.85,natural
Baz Luhrmann,IAB1 Arts & Entertainment,0.85,natural
"Beck Hansen, Karl F. Stephenson",IAB1 Arts & Entertainment,0.85,natural
"Beck, ‘Loser’",IAB1 Arts & Entertainment,0.85,natural
Bee Vang,IAB1 Arts & Entertainment,0.85,natural
Being John Malkovich,IAB1 Arts & Entertainment,0.85,natural
Belén Rueda,IAB1 Arts & Entertainment,0.85,natural
Ben Affleck,IAB1 Arts & Entertainment,0.85,natural
Ben Burtt,IAB1 Arts & Entertainment,0.85,natural
Ben Feldman,IAB1 Arts & Entertainment,0.85,natural
Ben Foster,IAB1 Arts & Entertainment,0.85,natural
Ben Kingsley,IAB1 Arts & Entertainment,0.85,natural
Ben Whishaw,IAB1 Arts & Entertainment,0.85,natural
Ben-Hur,IAB1 Arts & Entertainment,0.85,natural
Benicio Del Toro,IAB1 Arts & Entertainment,0.85,natural
Benson Boone,IAB1 Arts & Entertainment,0.85,natural
Bernardo Bertolucci,IAB1 Arts & Entertainment,0.85,natural
Bernie Coulson,IAB1 Arts & Entertainment,0.85,natural
Beverly D'Angelo,IAB1 Arts & Entertainment,0.85,natural
Beverly Hills Cop,IAB1 Arts & Entertainment,0.85,natural
Big Fish,IAB1 Arts & Entertainment,0.85,natural
BigXthaPlug,IAB1 Arts & Entertainment,0.85,natural
Bill Murray,IAB1 Arts & Entertainment,0.85,natural
Bill Nighy,IAB1 Arts & Entertainment,0.85,natural
Bill Pullman,IAB1 Arts & Entertainment,0.85,natural
Billie Eilish,IAB1 Arts & Entertainment,0.85,natural
Billy Bob Thornton,IAB1 Arts & Entertainment,0.85,natural
Billy Crudup,IAB1 Arts & Entertainment,0.85,natural
Billy Crystal,IAB1 Arts & Entertainment,0.85,natural
Billy Elliot,IAB1 Arts & Entertainment,0.85,natural
"Billy Sherrill, Tammy Wynette",IAB1 Arts & Entertainment,0.85,natural
Billy Wilder,IAB1 Arts & Entertainment,0.85,natural
Billy Zane,IAB1 Arts & Entertainment,0.85,natural
Biutiful,IAB1 Arts & Entertainment,0.85,natural
"Biz Markie, ‘Just a Friend’",IAB1 Arts & Entertainment,0.85,natural
Björk,IAB1 Arts & Entertainment,0.85,natural
Black Francis,IAB1 Arts & Entertainment,0.85,natural
Black Hawk Down,IAB1 Arts & Entertainment,0.85,natural
Black Swan,IAB1 Arts & Entertainment,0.85,natural
Blade Runner,IAB1 Arts & Entertainment,0.85,natural
Blake Shelton,IAB1 Arts & Entertainment,0.85,natural
Blood Diamond,IAB1 Arts & Entertainment,0.85,natural
Blue Velvet,IAB1 Arts & Entertainment,0.85,natural
Bob Gunton,IAB1 Arts & Entertainment,0.85,natural
Bobby Cannavale,IAB1 Arts & Entertainment,0.85,natural
Bobby Farrelly,IAB1 Arts & Entertainment,0.85,natural
"Bon Jovi, ‘Livin’ on a Prayer’",IAB1 Arts & Entertainment,0.85,natural
Bonnie Bedelia,IAB1 Arts & Entertainment,0.85,natural
Boogie Nights,IAB1 Arts & Entertainment,0.85,natural
Born on the Fourth of July,IAB1 Arts & Entertainment,0.85,natural
Boys Don't Cry,IAB1 Arts & Entertainment,0.85,natural
Brad Anderson,IAB1 Arts & Entertainment,0.85,natural
Brad Bird,IAB1 Arts & Entertainment,0.85,natural
Brad Garrett,IAB1 Arts & Entertainment,0.85,natural
Brad Pitt,IAB1 Arts & Entertainment,0.85,natural
Bradley Cooper,IAB1 Arts & Entertainment,0.85,natural
Brady Corbet,IAB1 Arts & Entertainment,0.85,natural
Braindead,IAB1 Arts & Entertainment,0.85,natural
Brandon Lake,IAB1 Arts & Entertainment,0.85,natural
Brandon Lee,IAB1 Arts & Entertainment,0.85,natural
Branko Djuric,IAB1 Arts & Entertainment,0.85,natural
Braveheart,IAB1 Arts & Entertainment,0.85,natural
Breakdown,IAB1 Arts & Entertainment,0.85,natural
Breck Eisner,IAB1 Arts & Entertainment,0.85,natural
Brendan Fraser,IAB1 Arts & Entertainment,0.85,natural
Brian De Palma,IAB1 Arts & Entertainment,0.85,natural
Brian Dennehy,IAB1 Arts & Entertainment,0.85,natural
Brian Geraghty,IAB1 Arts & Entertainment,0.85,natural
"Brian Holland, Eddie Holland, Lamont Dozier",IAB1 Arts & Entertainment,0.85,natural
Britt Ekland,IAB1 Arts & Entertainment,0.85,natural
Brokeback Mountain,IAB1 Arts & Entertainment,0.85,natural
Broken Flowers,IAB1 Arts & Entertainment,0.85,natural
Bruce Bennett,IAB1 Arts & Entertainment,0.85,natural
Bruce Campbell,IAB1 Arts & Entertainment,0.85,natural
Bruce Dern,IAB1 Arts & Entertainment,0.85,natural
Bruce Willis,IAB1 Arts & Entertainment,0.85,natural
Bruno Ganz,IAB1 Arts & Entertainment,0.85,natural
Bruno Mars,IAB1 Arts & Entertainment,0.85,natural
Bryan Cranston,IAB1 Arts & Entertainment,0.85,natural
Bryan Larkin,IAB1 Arts & Entertainment,0.85,natural
Bryan Singer,IAB1 Arts & Entertainment,0.85,natural
Burl Ives,IAB1 Arts & Entertainment,0.85,natural
Burt Reynolds,IAB1 Arts & Entertainment,0.85,natural
Burt Young,IAB1 Arts & Entertainment,0.85,natural
"Byron Thomas, Terius Gray",IAB1 Arts & Entertainment,0.85,natural
Bérénice Bejo,IAB1 Arts & Entertainment,0.85,natural
Cab Calloway,IAB1 Arts & Entertainment,0.85,natural
Cameron Bright,IAB1 Arts & Entertainment,0.85,natural
Cameron Diaz,IAB1 Arts & Entertainment,0.85,natural
Candela Peña,IAB1 Arts & Entertainment,0.85,natural
Cape Fear,IAB1 Arts & Entertainment,0.85,natural
Captain Phillips,IAB1 Arts & Entertainment,0.85,natural
Carey Mulligan,IAB1 Arts & Entertainment,0.85,natural
Carice van Houten,IAB1 Arts & Entertainment,0.85,natural
Carl Weathers,IAB1 Arts & Entertainment,0.85,natural
Carla Gugino,IAB1 Arts & Entertainment,0.85,natural
Carlito's Way,IAB1 Arts & Entertainment,0.85,natural
Carlos Saldanha,IAB1 Arts & Entertainment,0.85,natural
Carly Simon,IAB1 Arts & Entertainment,0.85,natural
"Carly Simon, ‘You’re So Vain’",IAB1 Arts & Entertainment,0.85,natural
Carol Reed,IAB1 Arts & Entertainment,0.85,natural
Carrie,IAB1 Arts & Entertainment,0.85,natural
Carrie Fisher,IAB1 Arts & Entertainment,0.85,natural
Carrie Henn,IAB1 Arts & Entertainment,0.85,natural
Carrie-Anne Moss,IAB1 Arts & Entertainment,0.85,natural
Cary Elwes,IAB1 Arts & Entertainment,0.85,natural
Cary Grant,IAB1 Arts & Entertainment,0.85,natural
Casablanca,IAB1 Arts & Entertainment,0.85,natural
Casino,IAB1 Arts & Entertainment,0.85,natural
Casino Royale,IAB1 Arts & Entertainment,0.85,natural
Cast Away,IAB1 Arts & Entertainment,0.85,natural
Cat on a Hot Tin Roof,IAB1 Arts & Entertainment,0.85,natural
Catalina Sandino Moreno,IAB1 Arts & Entertainment,0.85,natural
Catch Me If You Can,IAB1 Arts & Entertainment,0.85,natural
Cate Blanchett,IAB1 Arts & Entertainment,0.85,natural
Catherine Bégin,IAB1 Arts & Entertainment,0.85,natural
Catherine Deneuve,IAB1 Arts & Entertainment,0.85,natural
Catherine Keener,IAB1 Arts & Entertainment,0.85,natural
Catherine McCormack,IAB1 Arts & Entertainment,0.85,natural
Catherine O'Hara,IAB1 Arts & Entertainment,0.85,natural
Catherine Zeta-Jones,IAB1 Arts & Entertainment,0.85,natural
Cathy Moriarty,IAB1 Arts & Entertainment,0.85,natural
Cecilia Roth,IAB1 Arts & Entertainment,0.85,natural
Cent,IAB1 Arts & Entertainment,0.85,natural
Changeling,IAB1 Arts & Entertainment,0.85,natural
Chappell Roan,IAB1 Arts & Entertainment,0.85,natural
Charles Bronson,IAB1 Arts & Entertainment,0.85,natural
Charles Chaplin,IAB1 Arts & Entertainment,0.85,natural
Charles Crichton,IAB1 Arts & Entertainment,0.85,natural
Charles Gray,IAB1 Arts & Entertainment,0.85,natural
Charles Grodin,IAB1 Arts & Entertainment,0.85,natural
Charli xcx,IAB1 Arts & Entertainment,0.85,natural
Charlie Sheen,IAB1 Arts & Entertainment,0.85,natural
Charlie Tahan,IAB1 Arts & Entertainment,0.85,natural
Charlize Theron,IAB1 Arts & Entertainment,0.85,natural
Charlton Heston,IAB1 Arts & Entertainment,0.85,natural
Chazz Palminteri,IAB1 Arts & Entertainment,0.85,natural
Chicago,IAB1 Arts & Entertainment,0.85,natural
Children of Men,IAB1 Arts & Entertainment,0.85,natural
Chinatown,IAB1 Arts & Entertainment,0.85,natural
Chiwetel Ejiofor,IAB1 Arts & Entertainment,0.85,natural
Chloë Sevigny,IAB1 Arts & Entertainment,0.85,natural
Chocolat,IAB1 Arts & Entertainment,0.85,natural
Choi Min-sik,IAB1 Arts & Entertainment,0.85,natural
Chow Yun-Fat,IAB1 Arts & Entertainment,0.85,natural
Chris Brown,IAB1 Arts & Entertainment,0.85,natural
Chris Buck,IAB1 Arts & Entertainment,0.85,natural
Chris Columbus,IAB1 Arts & Entertainment,0.85,natural
Chris Cooper,IAB1 Arts & Entertainment,0.85,natural
Chris Elliott,IAB1 Arts & Entertainment,0.85,natural
Chris Evans,IAB1 Arts & Entertainment,0.85,natural
Chris O'Donnell,IAB1 Arts & Entertainment,0.85,natural
Chris Pratt,IAB1 Arts & Entertainment,0.85,natural
Chris Renaud,IAB1 Arts & Entertainment,0.85,natural
Chris Sarandon,IAB1 Arts & Entertainment,0.85,natural
Chris Stapleton,IAB1 Arts & Entertainment,0.85,natural
Chris Wedge,IAB1 Arts & Entertainment,0.85,natural
Christian Bale,IAB1 Arts & Entertainment,0.85,natural
Christian Berkel,IAB1 Arts & Entertainment,0.85,natural
Christian Slater,IAB1 Arts & Entertainment,0.85,natural
Christina Ricci,IAB1 Arts & Entertainment,0.85,natural
Christoph Waltz,IAB1 Arts & Entertainment,0.85,natural
Christophe Barratier,IAB1 Arts & Entertainment,0.85,natural
Christopher Carley,IAB1 Arts & Entertainment,0.85,natural
Christopher Eccleston,IAB1 Arts & Entertainment,0.85,natural
Christopher Kirby,IAB1 Arts & Entertainment,0.85,natural
Christopher Lloyd,IAB1 Arts & Entertainment,0.85,natural
Christopher McQuarrie,IAB1 Arts & Entertainment,0.85,natural
Christopher Nolan,IAB1 Arts & Entertainment,0.85,natural
Christopher Plummer,IAB1 Arts & Entertainment,0.85,natural
Christopher Walken,IAB1 Arts & Entertainment,0.85,natural
Ciarán Hinds,IAB1 Arts & Entertainment,0.85,natural
Cillian Murphy,IAB1 Arts & Entertainment,0.85,natural
Citizen Kane,IAB1 Arts & Entertainment,0.85,natural
City Lights,IAB1 Arts & Entertainment,0.85,natural
City of God,IAB1 Arts & Entertainment,0.85,natural
Claire Maurier,IAB1 Arts & Entertainment,0.85,natural
Clark Gable,IAB1 Arts & Entertainment,0.85,natural
Claude Rains,IAB1 Arts & Entertainment,0.85,natural
Claudia Cardinale,IAB1 Arts & Entertainment,0.85,natural
Clea DuVall,IAB1 Arts & Entertainment,0.85,natural
Cliffhanger,IAB1 Arts & Entertainment,0.85,natural
Clint Eastwood,IAB1 Arts & Entertainment,0.85,natural
Clive Owen,IAB1 Arts & Entertainment,0.85,natural
Clive Revill,IAB1 Arts & Entertainment,0.85,natural
Closer,IAB1 Arts & Entertainment,0.85,natural
Coldplay,IAB1 Arts & Entertainment,0.85,natural
Colin Farrell,IAB1 Arts & Entertainment,0.85,natural
Colin Firth,IAB1 Arts & Entertainment,0.85,natural
Collateral,IAB1 Arts & Entertainment,0.85,natural
Colm Feore,IAB1 Arts & Entertainment,0.85,natural
Connie Nielsen,IAB1 Arts & Entertainment,0.85,natural
Cool Hand Luke,IAB1 Arts & Entertainment,0.85,natural
Corey Feldman,IAB1 Arts & Entertainment,0.85,natural
Corpse Bride,IAB1 Arts & Entertainment,0.85,natural
Courteney Cox,IAB1 Arts & Entertainment,0.85,natural
Crash,IAB1 Arts & Entertainment,0.85,natural
Creedence Clearwater Revival,IAB1 Arts & Entertainment,0.85,natural
"Crouching Tiger, Hidden Dragon",IAB1 Arts & Entertainment,0.85,natural
Cube,IAB1 Arts & Entertainment,0.85,natural
Curd Jürgens,IAB1 Arts & Entertainment,0.85,natural
Curtis Hanson,IAB1 Arts & Entertainment,0.85,natural
Curtis Mayfield,IAB1 Arts & Entertainment,0.85,natural
"Curtis Mayfield, ‘Move On Up’",IAB1 Arts & Entertainment,0.85,natural
Cybill Shepherd,IAB1 Arts & Entertainment,0.85,natural
Cycling with Molière,IAB1 Arts & Entertainment,0.85,natural
"Cyndi Lauper, Rob Hyman",IAB1 Arts & Entertainment,0.85,natural
"Cyndi Lauper, ‘Time After Time’",IAB1 Arts & Entertainment,0.85,natural
Cécile de France,IAB1 Arts & Entertainment,0.85,natural
"Daft Punk feat. Pharrell Williams, ‘Get Lucky’",IAB1 Arts & Entertainment,0.85,natural
Daisy Ridley,IAB1 Arts & Entertainment,0.85,natural
Dakota Fanning,IAB1 Arts & Entertainment,0.85,natural
Dan Aykroyd,IAB1 Arts & Entertainment,0.85,natural
Dan Hicks,IAB1 Arts & Entertainment,0.85,natural
Dan O'Herlihy,IAB1 Arts & Entertainment,0.85,natural
Dan Stevens,IAB1 Arts & Entertainment,0.85,natural
Danai Gurira,IAB1 Arts & Entertainment,0.85,natural
Dancer in the Dark,IAB1 Arts & Entertainment,0.85,natural
Dances with Wolves,IAB1 Arts & Entertainment,0.85,natural
Dane DeHaan,IAB1 Arts & Entertainment,0.85,natural
Daniel Barber,IAB1 Arts & Entertainment,0.85,natural
Daniel Craig,IAB1 Arts & Entertainment,0.85,natural
Daniel Day-Lewis,IAB1 Arts & Entertainment,0.85,natural
Daniel Stern,IAB1 Arts & Entertainment,0.85,natural
Danielle Panabaker,IAB1 Arts & Entertainment,0.85,natural
Danis Tanovic,IAB1 Arts & Entertainment,0.85,natural
Danny Boyle,IAB1 Arts & Entertainment,0.85,natural
Danny DeVito,IAB1 Arts & Entertainment,0.85,natural
Danny Elfman,IAB1 Arts & Entertainment,0.85,natural
Danny Glover,IAB1 Arts & Entertainment,0.85,natural
Danny Lloyd,IAB1 Arts & Entertainment,0.85,natural
Dark Passage,IAB1 Arts & Entertainment,0.85,natural
Darren Aronofsky,IAB1 Arts & Entertainment,0.85,natural
Daryl Hannah,IAB1 Arts & Entertainment,0.85,natural
Darío Grandinetti,IAB1 Arts & Entertainment,0.85,natural
Das Boot,IAB1 Arts & Entertainment,0.85,natural
Das Experiment,IAB1 Arts & Entertainment,0.85,natural
David Arquette,IAB1 Arts & Entertainment,0.85,natural
David Bradley,IAB1 Arts & Entertainment,0.85,natural
David Brisbin,IAB1 Arts & Entertainment,0.85,natural
David Carradine,IAB1 Arts & Entertainment,0.85,natural
David Caruso,IAB1 Arts & Entertainment,0.85,natural
David Cronenberg,IAB1 Arts & Entertainment,0.85,natural
David Emge,IAB1 Arts & Entertainment,0.85,natural
David Fincher,IAB1 Arts & Entertainment,0.85,natural
David Harbour,IAB1 Arts & Entertainment,0.85,natural
David Hewlett,IAB1 Arts & Entertainment,0.85,natural
David Hinds,IAB1 Arts & Entertainment,0.85,natural
David James,IAB1 Arts & Entertainment,0.85,natural
David Lean,IAB1 Arts & Entertainment,0.85,natural
David Lynch,IAB1 Arts & Entertainment,0.85,natural
David Mamet,IAB1 Arts & Entertainment,0.85,natural
David Morse,IAB1 Arts & Entertainment,0.85,natural
"David Paich, Jeffrey Porcaro",IAB1 Arts & Entertainment,0.85,natural
"David Roback, Hope Sandoval",IAB1 Arts & Entertainment,0.85,natural
David Silverman,IAB1 Arts & Entertainment,0.85,natural
David Slade,IAB1 Arts & Entertainment,0.85,natural
David Strathairn,IAB1 Arts & Entertainment,0.85,natural
David Wenham,IAB1 Arts & Entertainment,0.85,natural
David Wiberg,IAB1 Arts & Entertainment,0.85,natural
David Zucker,IAB1 Arts & Entertainment,0.85,natural
Dawn of the Dead,IAB1 Arts & Entertainment,0.85,natural
Dead Calm,IAB1 Arts & Entertainment,0.85,natural
Dead Poets Society,IAB1 Arts & Entertainment,0.85,natural
Dean Martin,IAB1 Arts & Entertainment,0.85,natural
Death Proof,IAB1 Arts & Entertainment,0.85,natural
Deborah Kara Unger,IAB1 Arts & Entertainment,0.85,natural
Deborah Kerr,IAB1 Arts & Entertainment,0.85,natural
Deftones,IAB1 Arts & Entertainment,0.85,natural
Deja Vu,IAB1 Arts & Entertainment,0.85,natural
Deliverance,IAB1 Arts & Entertainment,0.85,natural
Delmer Daves,IAB1 Arts & Entertainment,0.85,natural
Denis Leary,IAB1 Arts & Entertainment,0.85,natural
Denis Villeneuve,IAB1 Arts & Entertainment,0.85,natural
Dennis Hopper,IAB1 Arts & Entertainment,0.85,natural
Dennis Linde,IAB1 Arts & Entertainment,0.85,natural
Dennis Quaid,IAB1 Arts & Entertainment,0.85,natural
Dennis Weaver,IAB1 Arts & Entertainment,0.85,natural
Denzel Washington,IAB1 Arts & Entertainment,0.85,natural
Dermot Mulroney,IAB1 Arts & Entertainment,0.85,natural
"Desmond Child, Jon Bon Jovi, Richie Sambora",IAB1 Arts & Entertainment,0.85,natural
Despicable Me,IAB1 Arts & Entertainment,0.85,natural
Dev Patel,IAB1 Arts & Entertainment,0.85,natural
Devon Sawa,IAB1 Arts & Entertainment,0.85,natural
Dexter Fletcher,IAB1 Arts & Entertainment,0.85,natural
Diamonds Are Forever,IAB1 Arts & Entertainment,0.85,natural
Diana Peñalver,IAB1 Arts & Entertainment,0.85,natural
Diane Keaton,IAB1 Arts & Entertainment,0.85,natural
Diane Kruger,IAB1 Arts & Entertainment,0.85,natural
Diane Lane,IAB1 Arts & Entertainment,0.85,natural
Dianne Wiest,IAB1 Arts & Entertainment,0.85,natural
Die Hard,IAB1 Arts & Entertainment,0.85,natural
Die Hard 2,IAB1 Arts & Entertainment,0.85,natural
Die Hard: With a Vengeance,IAB1 Arts & Entertainment,0.85,natural
Dirty Harry,IAB1 Arts & Entertainment,0.85,natural
District 9,IAB1 Arts & Entertainment,0.85,natural
"Dixie Chicks, ‘Goodbye Earl’",IAB1 Arts & Entertainment,0.85,natural
Django Unchained,IAB1 Arts & Entertainment,0.85,natural
Djimon Hounsou,IAB1 Arts & Entertainment,0.85,natural
Djo,IAB1 Arts & Entertainment,0.85,natural
Do Thi Hai Yen,IAB1 Arts & Entertainment,0.85,natural
Doechii,IAB1 Arts & Entertainment,0.85,natural
Dogville,IAB1 Arts & Entertainment,0.85,natural
Dome Karukoski,IAB1 Arts & Entertainment,0.85,natural
Don Cheadle,IAB1 Arts & Entertainment,0.85,natural
Don Siegel,IAB1 Arts & Entertainment,0.85,natural
