text,iab_label,confidence,source
draghi ecb willing use unconventional measures deflation eds epa,IAB5 Education,0.55,natural
intel unloads bevy new chromebooks previews education reference design,IAB5 Education,0.55,natural
kate visits london school,IAB5 Education,0.54,natural
young adults student debt economic wellbeing,IAB5 Education,0.54,natural
video dog read teaches kids read,IAB5 Education,0.53,natural
sorry loss pay student loan,IAB5 Education,0.53,natural
longview school trustees talk twoplus hours tuesday make call next,IAB5 Education,0.53,natural
darren aronofsky honours english teacher noah premiere,IAB5 Education,0.53,natural
andrew garfield andrew garfield bullied school,IAB5 Education,0.53,natural
madigans office take aim student loan scams,IAB5 Education,0.53,natural
ellen degeneres portia de rossi whats really going,IAB5 Education,0.53,natural
loreal usa champions sunscreen innovation education skin protection,IAB5 Education,0.52,natural
michelle obamas food fight gop schools want funds,IAB5 Education,0.52,natural
charen making college affordable,IAB5 Education,0.52,natural
apple adds 50 100 bonus gift cards backtoschool discounted prices,IAB5 Education,0.52,natural
adobe updates encourage use k12 classrooms,IAB5 Education,0.51,natural
1t student debt widens us wealth gap,IAB5 Education,0.5,natural
fitch affirms massachusetts educational finance authority issue k outlook,IAB5 Education,0.5,natural
game boy turns 25 digital revolution schoolyards,IAB5 Education,0.5,natural
voice final results coldplay onerepublic ed sheeran perform video,IAB5 Education,0.49,natural
student loan borrowers struggle cosigners die go bankrupt,IAB5 Education,0.49,natural
ellen degeneres create lifestyle brand,IAB5 Education,0.49,natural
college interest rates going,IAB5 Education,0.49,natural
massive water main break floods ucla campus million gallons water,IAB5 Education,0.49,natural
apple offers 100 gift card 200 discount annual backtoschool promotion,IAB5 Education,0.48,natural
interest rates rise student loans,IAB5 Education,0.48,natural
samsung announces enhanced version samsung school,IAB5 Education,0.48,natural
ap top news 252 edt,IAB5 Education,0.48,natural
school reverses suspension student shaved head friend cancer,IAB5 Education,0.47,natural
courtney love play schoolteacher final series sons anarchy,IAB5 Education,0.47,natural
ecigarettes cloud schools antismoking policies,IAB5 Education,0.47,natural
unicef uk pays tribute lord attenborough,IAB5 Education,0.47,natural
family missing charlotte teacher refuses give hope,IAB5 Education,0.47,natural
school reverses decision suspend girl shaved head friend,IAB5 Education,0.47,natural
boosting universitys role tackling climate change,IAB5 Education,0.47,natural
scholastic medias magic school bus continues legacy magic,IAB5 Education,0.46,natural
star wars 7 casting downton abbeys ed speleers major contender lead,IAB5 Education,0.46,natural
front row atelier versace,IAB5 Education,0.46,natural
mona charen high cost college hurts us,IAB5 Education,0.46,natural
nature teaches drones fly right,IAB5 Education,0.46,natural
ellen degeneres reigns la new 16m condo,IAB5 Education,0.46,natural
magic school bus fly netflix scholastic confirm,IAB5 Education,0.46,natural
fcc approves 2b boost wifi internet schools,IAB5 Education,0.45,natural
times top 100 influential people world features college,IAB5 Education,0.45,natural
apple adds itunes u educational tools help teachers students,IAB5 Education,0.45,natural
levietation believers rise top,IAB5 Education,0.45,natural
south carolina school district cut six notches junk,IAB5 Education,0.45,natural
school makes final decision girl shaved head,IAB5 Education,0.45,natural
nyc gets 52 million grant community schools,IAB5 Education,0.45,natural
ice bucket challenge callaway elementary,IAB5 Education,0.45,natural
school bans student shaving head support,IAB5 Education,0.45,natural
ap top news 414 edt,IAB5 Education,0.45,natural
liberia shuts schools ebola peace corps exiting 3 countries,IAB5 Education,0.45,natural
epa eyeing federal rules fracking fluid disclosure,IAB5 Education,0.44,natural
americans borrowing less pay college,IAB5 Education,0.44,natural
teen driving safety first,IAB5 Education,0.44,natural
university disable network access users,IAB5 Education,0.44,natural
schools going digital 10 million students benefit extra wifi money fcc,IAB5 Education,0.44,natural
school votes readmit girl barred shaving head,IAB5 Education,0.44,natural
student loan rates increase,IAB5 Education,0.44,natural
ap top news 147 edt,IAB5 Education,0.44,natural
iea says iraq oil supplies risk fighting contained,IAB5 Education,0.44,natural
student loan interest rates set increase,IAB5 Education,0.44,natural
coworkers mourn school counselor killed shooting shield actors home,IAB5 Education,0.44,natural
educational osmo game reinventing means play ipad,IAB5 Education,0.43,natural
fitch affirms palm beach county school board fl cops aa outlook stable,IAB5 Education,0.43,natural
liberia shuts schools battle ebola,IAB5 Education,0.43,natural
ap top news 303 edt,IAB5 Education,0.43,natural
extreasury secretary geithner deliver yale lectures,IAB5 Education,0.43,natural
geithners stress test failure,IAB5 Education,0.43,natural
china distance education holdings added russell global index,IAB5 Education,0.43,natural
liberia shuts schools ebola spreads us peace corps leaves west africa,IAB5 Education,0.43,natural
ap top news 335 edt,IAB5 Education,0.42,natural
1 trillion student loan debt widens wealth gap,IAB5 Education,0.42,natural
families hunt cheaper private colleges,IAB5 Education,0.42,natural
tinder nurse educates male online daters mens health tells get,IAB5 Education,0.42,natural
marshall university joan c edwards school medicine students match,IAB5 Education,0.42,natural
ebola schools take steps prevent spread virus,IAB5 Education,0.42,natural
epa weigh rules disclosure fracturing fluids,IAB5 Education,0.42,natural
victims school bullying still scars 40 years,IAB5 Education,0.42,natural
school district protected heartbleed internet threat,IAB5 Education,0.41,natural
curing ails us equities law order less xfiles,IAB5 Education,0.41,natural
iphone 6 concept presents edgetoedge display dual screen,IAB5 Education,0.41,natural
university offers mobile app safety,IAB5 Education,0.41,natural
ebola lagos educates residents ways prevent outbreak,IAB5 Education,0.41,natural
pros cons holding students back school light third grade,IAB5 Education,0.41,natural
john wayne heirs sue university durham name duke,IAB5 Education,0.41,natural
federal student loan interest rate increase,IAB5 Education,0.41,natural
school bans 3rd grader shaving head support friend undergoing chemo,IAB5 Education,0.41,natural
nineyearold bald student close shave colorado charter school,IAB5 Education,0.41,natural
jack english teacher turned internet visionary,IAB5 Education,0.41,natural
un climate panel chair calls enlightenment,IAB5 Education,0.41,natural
proposals tackling student debt,IAB5 Education,0.41,natural
schools ksa allowed cancel morning assembly,IAB5 Education,0.4,natural
today liberty veterans die waiting healthcare rand paul touts school,IAB5 Education,0.4,natural
liberia shuts schools amidst ebola outbreak,IAB5 Education,0.4,natural
saving school food letter imaginary bff michelle obama,IAB5 Education,0.4,natural
teens didnt get sex ed sex,IAB5 Education,0.4,natural
relatives death borrowers find must repay student loan,IAB5 Education,0.39,natural
school temporarily suspends girl shaved head support friend,IAB5 Education,0.39,natural
five quick facts citys community schools initiative,IAB5 Education,0.39,natural
sebelius botches farewell speech,IAB5 Education,0.39,natural
apple reportedly kick back school promo tuesday itunes gift,IAB5 Education,0.39,natural
star wars cameo charity fans chance raise funds unicef,IAB5 Education,0.39,natural
school backs ban girl shaved head solidarity,IAB5 Education,0.39,natural
learn importance colonoscopies nch medical groups free seminar,IAB5 Education,0.39,natural
longer education linked better recovery traumatic brain injury,IAB5 Education,0.39,natural
portland boil water alert portland public centennial schools remain open,IAB5 Education,0.39,natural
hallmark health urges education colon cancer,IAB5 Education,0.39,natural
ariana grande goes edm zedd break free,IAB5 Education,0.39,natural
libertyville schools install solar panels roofs,IAB5 Education,0.39,natural
epa seeks comment fracking chemicals disclosure,IAB5 Education,0.39,natural
house republicans push delay school nutrition standards,IAB5 Education,0.39,natural
unicef fundraising effort gives star wars fans chance cameo episode vii,IAB5 Education,0.39,natural
liberian schools close amid ebola,IAB5 Education,0.38,natural
cfpb gives college loan cosigners help kicking free plain dealing,IAB5 Education,0.38,natural
ellen degeneres chris burch create ed fully conceived lifestyle,IAB5 Education,0.38,natural
girl shaved head allowed back school,IAB5 Education,0.38,natural
first lady aims maintain healthier meals schools,IAB5 Education,0.38,natural
ebola liberia shuts schools tackle outbreak,IAB5 Education,0.38,natural
med school class 2014 matches,IAB5 Education,0.38,natural
hello kitty cat english schoolgirl,IAB5 Education,0.38,natural
sheryl sandberg calls educators parents banbossy,IAB5 Education,0.38,natural
cosigners death haunt borrower private student loan,IAB5 Education,0.38,natural
tackle butts problem amongst todays school kids,IAB5 Education,0.38,natural
walter thorne lessons texas,IAB5 Education,0.38,natural
pot vending machine like awesome idea college,IAB5 Education,0.37,natural
epa ig says agency division obstructed investigations cites employee,IAB5 Education,0.37,natural
rates student loans set rise,IAB5 Education,0.37,natural
yale university threatened suspend student skinny,IAB5 Education,0.37,natural
miley cyrus course offered college,IAB5 Education,0.37,natural
alibabas jack english teacher turned internet visionary,IAB5 Education,0.37,natural
miley cyrus depressed felt bullied time school,IAB5 Education,0.37,natural
miley cyrus bullied school acne locked room,IAB5 Education,0.37,natural
epa seek comments disclosing frac fluid ingredients,IAB5 Education,0.37,natural
companies offer help student loans often predatory,IAB5 Education,0.37,natural
student loan interest rates increase tuesday,IAB5 Education,0.37,natural
girl shaved head friend back school,IAB5 Education,0.37,natural
girl shaved head support pal cancer allowed back school,IAB5 Education,0.36,natural
courtney love play preschool teacher sons anarchy,IAB5 Education,0.36,natural
ellen degeneres teases president obama oscar selfie tells,IAB5 Education,0.36,natural
common ed drug may help treat effects muscle disease boys,IAB5 Education,0.36,natural
photo gallery duchess cambridge visits islington schools project help,IAB5 Education,0.36,natural
nida degesys student loan debt,IAB5 Education,0.35,natural
jeff edelstein record store day celebrates revival vinyl,IAB5 Education,0.35,natural
heirs duke sue duke university,IAB5 Education,0.35,natural
theres college class miley cyrus,IAB5 Education,0.35,natural
med schools criticize report financing medical education,IAB5 Education,0.35,natural
students jobs pay tuition 7 work colleges,IAB5 Education,0.35,natural
attorney seeks end hearings school board member,IAB5 Education,0.35,natural
yale announces partnership former treasury sec geithner,IAB5 Education,0.35,natural
university program helps reduce autism effects,IAB5 Education,0.35,natural
eurgbp fundamental analysis april 30 2014 forecast,IAB5 Education,0.35,natural
noah director darren aronofsky honors 7thgrade teacher,IAB5 Education,0.35,natural
ellen degeneres surprises chelsea handler shower,IAB5 Education,0.35,natural
eurgbp fundamental analysis july 8 2014 forecast,IAB5 Education,0.35,natural
malaysia airlines plane missing hull uni student yue wenchao,IAB5 Education,0.35,natural
spending bill would allow schools wiggle new nutrition,IAB5 Education,0.35,natural
family health skin care education aimed reducing melanoma,IAB5 Education,0.35,natural
