text,iab_label,confidence,source,labels
Sports science Educational hobby,IAB9 Hobbies & Interests,0.7200000000000001,scraped,
latest news on investment demographic,IAB13 Personal Finance,0.9,synthetic,
dicks sporting goods inc dicks sporting goods reports fourth quarter,IAB17 Sports,0.6000000000000001,pseudo labeled,
why choose garden cedronella,IAB10 Home & Garden,1.0,synthetic,
star wars episode 7 news first footage film released including,IAB12 News,0.5599999999999999,pseudo labeled,
brand food bournvita,IAB22 Shopping,0.68,scraped,
Teens,IAB14 Society,0.76,subcategories,
The air travel industry is working to reduce stress for passengers by investing in new technologies and practices.,IAB20 Travel,0.512,synthetic,
religion paiwan shamanism,IAB23 Religion & Spirituality,0.68,scraped,
fashion designer sassa jimenez,IAB18 Style & Fashion,0.68,scraped,
brands nestlé brands,IAB22 Shopping,0.68,scraped,
English as a 2nd Language,IAB5 Education,0.76,subcategories,
2015 volkswagen jetta features specs announced,IAB2 Automotive,0.528,pseudo labeled,
diets sparkpeople diet,IAB7 Health & Fitness,0.68,scraped,
scientific discipline islamic philosophy,IAB15 Science,0.68,scraped,
sierra leone news pharmacy board joins ebola sensitization,IAB12 News,0.576,pseudo labeled,
experimental breed cat genetics,IAB16 Pets,0.68,scraped,
guide to architecture chalet,IAB21 Real Estate,0.9,synthetic,
cheap alternatives to gym memberships,IAB13 Personal Finance,0.76,synthetic,
religion italo-roman neopaganismnova romaroman traditional movement,IAB23 Religion & Spirituality,0.68,scraped,
introduction to miscellaneous choral conducting,IAB24 Uncategorized,0.9,synthetic,
religion acoma pueblo religion,IAB23 Religion & Spirituality,0.68,scraped,
Controversies in Golf,IAB17 Sports,0.6960000000000001,synthetic,
Vegetable Stir-Fry Mixed vegetables None Vegetable oil Soy sauce,IAB8 Food & Drink,0.68,scraped,
mark carney says bank england needs power,IAB3 Business,0.512,pseudo labeled,
miscellaneous inferential statistics,IAB24 Uncategorized,0.68,scraped,
pet bnf data,IAB16 Pets,0.68,scraped,
"minister of labor oman mahad bin said bin ali baowain,dr.","IAB11 Law, Gov’t & Politics",0.68,scraped,
minister for communication & information technology papua new guinea timothy masiu,"IAB11 Law, Gov’t & Politics",0.68,scraped,
field computer program,IAB5 Education,0.68,scraped,
Bipolar Disorder,IAB7 Health & Fitness,0.76,subcategories,
introduction to roberto benigni,IAB1 Arts & Entertainment,0.9,synthetic,
despite good news benefit programs face problems,IAB12 News,0.584,pseudo labeled,
"parenting styles münchausen syndrome by proxy(a much more extreme situation than above, where the child is intentionally made ill by a parentseeking attentionfrom physicians and other professionals)",IAB6 Family & Parenting,0.68,scraped,
latest news on field environmental archaeology,IAB5 Education,0.9,synthetic,
barclays dark pool crisis another dent confidence,IAB3 Business,0.6160000000000001,pseudo labeled,
gm build cadillac srx spring hill plant tennessee,IAB2 Automotive,0.576,pseudo labeled,
brand food cbl munchee bangladesh,IAB22 Shopping,0.68,scraped,
brand food sargento,IAB22 Shopping,0.68,scraped,
jeep sales may declared best ever,IAB2 Automotive,0.5599999999999999,pseudo labeled,
employment workers' right to access the toilet,IAB4 Careers,0.68,scraped,
reviews about dish momo (food),IAB8 Food & Drink,0.9,synthetic,
works linguist,IAB4 Careers,0.68,scraped,
garden rumohra,IAB10 Home & Garden,0.68,scraped,
investment lucas,IAB13 Personal Finance,0.68,scraped,
architecture new towns1946–1968 united kingdom,IAB21 Real Estate,0.68,scraped,
Does closing a credit card hurt my score?,IAB13 Personal Finance,0.68,synthetic,
benefits of tourist attraction birth,IAB20 Travel,0.9,synthetic,
religion ár ndraíocht féin,IAB23 Religion & Spirituality,0.68,scraped,
"psychologist ken wilber, transpersonal psychology, then integral psychology",IAB6 Family & Parenting,0.68,scraped,
programming language kixtart,IAB19 Technology & Computing,0.68,scraped,
sport human-powered aircraft,IAB17 Sports,0.68,scraped,
employment layoff,IAB4 Careers,0.68,scraped,
"scientific discipline strings,harp,oud, andguitar(outline)",IAB15 Science,0.68,scraped,
bank international banking institutions– list of international and multilateral financial institutions,IAB13 Personal Finance,0.68,scraped,
religion psychiana,IAB23 Religion & Spirituality,0.68,scraped,
fashion designer edina ronay,IAB18 Style & Fashion,0.68,scraped,
news flash wikipedia horrible place get medical information,IAB12 News,0.6960000000000001,pseudo labeled,
dog breed hmong bobtail dog,IAB16 Pets,0.68,scraped,
civil rights protocol 3,IAB14 Society,0.68,scraped,
disease category:diseases and disorders,IAB7 Health & Fitness,0.68,scraped,
prince georges fathers day polo match,IAB17 Sports,0.5519999999999999,pseudo labeled,
sociology critical theory,IAB14 Society,0.68,scraped,
"It is a fundamental science that has applications in many fields, including medicine, engineering, and materials science.",IAB15 Science,0.6160000000000001,synthetic,
"minister of women, children, & senior citizens nepal namal kishor saha sudi","IAB11 Law, Gov’t & Politics",0.68,scraped,
garden lythrum(loosestrife),IAB10 Home & Garden,0.68,scraped,
"The Olympics have played a pivotal role in shaping the history of sports, introducing new disciplines and setting standards for athletic performance.",IAB17 Sports,0.6480000000000001,synthetic,
careers dietitian,IAB4 Careers,0.68,scraped,
board game focus,IAB9 Hobbies & Interests,0.68,scraped,
tourist attraction national parks of pakistan,IAB20 Travel,0.68,scraped,
investment heckscher,IAB13 Personal Finance,0.68,scraped,
benefits of employment boreout,IAB4 Careers,0.9,synthetic,
religion nagualism,IAB23 Religion & Spirituality,0.68,scraped,
psychologist karen wynn,IAB6 Family & Parenting,0.68,scraped,
miscellaneous computer architecture,IAB24 Uncategorized,0.68,scraped,
psychologist sara shettleworth,IAB6 Family & Parenting,0.68,scraped,
winter jacket under $50 Costco,IAB22 Shopping,0.6400000000000001,synthetic,
minister of the royal office oman sultan bin muhammad al-numani,"IAB11 Law, Gov’t & Politics",0.68,scraped,
scientific discipline military geography,IAB15 Science,0.68,scraped,
"minister of information, communications, science, technology, & innovation lesotho nthati moorosi","IAB11 Law, Gov’t & Politics",0.68,scraped,
best board game suffragetto tips,IAB9 Hobbies & Interests,0.9,synthetic,
employment corporate crime,IAB4 Careers,0.68,scraped,
minister of energy norway terje lien aasland,"IAB11 Law, Gov’t & Politics",0.68,scraped,
