text,iab_label,confidence,source
kardashiankanye wed grand style florence fortress,IAB18 Style & Fashion,0.47,natural
kim kanye paris rocking matching style ahead wedding,IAB18 Style & Fashion,0.47,natural
paris haute couture aw14,IAB18 Style & Fashion,0.47,natural
khloe kardashian flaunts curves seriously distressed denim,IAB18 Style & Fashion,0.47,natural
ciaras baby shower kim kardashian steps sexy outfit vogue,IAB18 Style & Fashion,0.47,natural
celebrity festival fashion coachella 2014 style,IAB18 Style & Fashion,0.47,natural
kim kardashian steps seriously ripped jeans,IAB18 Style & Fashion,0.47,natural
jlo versace lead paris haute couture revival new clients soar asia,IAB18 Style & Fashion,0.47,natural
lady gaga wears sheer outfit bday bash,IAB18 Style & Fashion,0.47,natural
anna wintour defends kim kardashian kanye west vogue cover,IAB18 Style & Fashion,0.47,natural
jennifer lawrence wows white dior haute couture show,IAB18 Style & Fashion,0.47,natural
kim kardashians wedding dress pick best kiminspired gowns,IAB18 Style & Fashion,0.47,natural
kim kardashian wants wedding dress like kate middletons,IAB18 Style & Fashion,0.47,natural
atelier versace couture fall 2014,IAB18 Style & Fashion,0.47,natural
kim kardashian displays hot curves butterfly gown big day,IAB18 Style & Fashion,0.47,natural
cameron diazs style evolution see fashionable moments,IAB18 Style & Fashion,0.47,natural
kendall jenner goes knickerless daring double thigh split dress,IAB18 Style & Fashion,0.47,natural
kate middleton 450 goat dress get look,IAB18 Style & Fashion,0.46,natural
met gala 2014 see red carpet looks fashions biggest night,IAB18 Style & Fashion,0.46,natural
kim kardashian rocks racy leather paris days wedding,IAB18 Style & Fashion,0.46,natural
angelina jolie stella mccartney join forces maleficent clothing line,IAB18 Style & Fashion,0.46,natural
lady gagas latest look head toe sparkly pink plus crazy high heels,IAB18 Style & Fashion,0.46,natural
kate middleton wows pink dress,IAB18 Style & Fashion,0.46,natural
see wore cfdas annual fashion awards,IAB18 Style & Fashion,0.46,natural
nicole kidman proves power good pushup dress,IAB18 Style & Fashion,0.46,natural
2014 met gala gabrielle union shows fringe appeal prada photos,IAB18 Style & Fashion,0.46,natural
casper paris fashionista jennifer lopez haute versace post split,IAB18 Style & Fashion,0.46,natural
kim kardashian kanye west score vogue magazine cover,IAB18 Style & Fashion,0.46,natural
kate middletons new hairstyle royal knockout says mirror fashion expert,IAB18 Style & Fashion,0.46,natural
khloe kardashian wows glittering minidress celebrates 30th,IAB18 Style & Fashion,0.46,natural
kim kardashian anna wintour explains vogue cover,IAB18 Style & Fashion,0.46,natural
hope shes wearing hoodie tonight beyonce far glam,IAB18 Style & Fashion,0.46,natural
10 stunning celebrity wedding dresses,IAB18 Style & Fashion,0.46,natural
50s brilliance fashion inspire atelier versace fall winter 2014 couture,IAB18 Style & Fashion,0.46,natural
fashion designer lwren scott found dead,IAB18 Style & Fashion,0.46,natural
katie courics met gala gown gets white glove treatment,IAB18 Style & Fashion,0.46,natural
kim kardashian drops biggest wedding dress hint yet balmain showroom,IAB18 Style & Fashion,0.46,natural
fit princess dior haute couture autumnwinter 2014,IAB18 Style & Fashion,0.46,natural
kim kardashian stunning new black bikini,IAB18 Style & Fashion,0.46,natural
cant resist kim kardashian picks elegant skirt outing baby north,IAB18 Style & Fashion,0.45,natural
kim kardashians sleek straight hair late night get look,IAB18 Style & Fashion,0.45,natural
kanye west kim kardashian grace cover vogue magazine,IAB18 Style & Fashion,0.45,natural
kim kardashian dons double denim paris lunch date serena williams,IAB18 Style & Fashion,0.45,natural
10 photos prove melissa mccarthy every bit fashionable,IAB18 Style & Fashion,0.45,natural
kylie jenner rocks sexy little white dress strappy,IAB18 Style & Fashion,0.45,natural
lwren scott 6 things remember fashion designer,IAB18 Style & Fashion,0.45,natural
grand budapest hotel grand still stylish,IAB18 Style & Fashion,0.45,natural
anna wintour defends kim kardashian kanye vogue cover,IAB18 Style & Fashion,0.45,natural
versace unveils dream ball gowns paris couture show,IAB18 Style & Fashion,0.45,natural
kim kardashian steps kourtney seriously distressed ripped jeans,IAB18 Style & Fashion,0.45,natural
anna wintour put kim kardashian kanye west vogue cover,IAB18 Style & Fashion,0.45,natural
jennifer lawrence emma watson look chic christian dior show paris,IAB18 Style & Fashion,0.45,natural
rihanna honored fashion icon year,IAB18 Style & Fashion,0.45,natural
olivia palermos wedding look included shorts carrie bradshaws,IAB18 Style & Fashion,0.45,natural
kendall jenner turns heads daring gown,IAB18 Style & Fashion,0.45,natural
kim kardashian shares baby norths big fashion moment,IAB18 Style & Fashion,0.45,natural
kim kanye splash 8000 clothes,IAB18 Style & Fashion,0.45,natural
dior haute couture charlize theron jumpsuits jawdropping gowns,IAB18 Style & Fashion,0.45,natural
one kate pippa middletons favorite fashion brands heading us,IAB18 Style & Fashion,0.45,natural
paris haute couture revival,IAB18 Style & Fashion,0.45,natural
kendal jenner makes haute couture catwalk debut chanel sister,IAB18 Style & Fashion,0.45,natural
kristen stewart sports orange scruffy hair chanel fashion show paris,IAB18 Style & Fashion,0.45,natural
kim kardashian kanye west cover vogue dream come true,IAB18 Style & Fashion,0.45,natural
kristen stewart debuts new cropped orange hairstyle paris fashion week,IAB18 Style & Fashion,0.44,natural
lupita nyongo make first fashion misstep 2014 met gala,IAB18 Style & Fashion,0.44,natural
rihannas cfda sparkling dress almost showed,IAB18 Style & Fashion,0.44,natural
charlize theron glows sean penn looks dapper dior show,IAB18 Style & Fashion,0.44,natural
public reacts kim kardashian kanye wests vogue cover,IAB18 Style & Fashion,0.44,natural
jennifer lopez wears pants dress time versace show,IAB18 Style & Fashion,0.44,natural
kendall jenner swaps satin couture leather pants day met gala,IAB18 Style & Fashion,0.44,natural
geroge clooneys lady made fall love,IAB18 Style & Fashion,0.44,natural
emma stone outshines andrew garfield yellow dress,IAB18 Style & Fashion,0.44,natural
kim kardashian flaunts figure sexy black jumpsuit deep vneck,IAB18 Style & Fashion,0.44,natural
lena dunhams emmys dress fun,IAB18 Style & Fashion,0.44,natural
charlize theron looks glamorous gold christian dior front row,IAB18 Style & Fashion,0.44,natural
cfda fashion awards pictures,IAB18 Style & Fashion,0.44,natural
smithsonian honoring ralph lauren fashion flag,IAB18 Style & Fashion,0.44,natural
rihanna collects cdfa fashion icon award seethrough dress,IAB18 Style & Fashion,0.44,natural
unleashing passion creativity ford launches global fashion collaboration,IAB18 Style & Fashion,0.44,natural
demi lovato wows purple hair seethrough dress,IAB18 Style & Fashion,0.44,natural
stars hollywood fashion converge met gala,IAB18 Style & Fashion,0.43,natural
kim kardashian kanye west land vogue magazine cover,IAB18 Style & Fashion,0.43,natural
rihannas peekaboo dress cfda awards,IAB18 Style & Fashion,0.43,natural
vogue says kim kardashian dresses real good,IAB18 Style & Fashion,0.43,natural
kimye vogue cover 2014 controversy anna wintour slams kanye west kim,IAB18 Style & Fashion,0.43,natural
beyonce gucci ring change,IAB18 Style & Fashion,0.43,natural
kim kardashian kanye wests vogue cover pictures released,IAB18 Style & Fashion,0.43,natural
cameron diazs espy awards dress sizzles plunging black dress,IAB18 Style & Fashion,0.43,natural
dress coachella,IAB18 Style & Fashion,0.43,natural
miley cyrus gets braids rocks snaggletooth wild weekend,IAB18 Style & Fashion,0.43,natural
2014 cannes film festival rita ora talks fifty shades grey fashion,IAB18 Style & Fashion,0.43,natural
best twitter reactions kim kardashian kanye wests vogue cover,IAB18 Style & Fashion,0.43,natural
jessica simpson wedding dress first look,IAB18 Style & Fashion,0.43,natural
kim kardashian kanye wests stylish moments together,IAB18 Style & Fashion,0.43,natural
rihanna honoured fashion icon year,IAB18 Style & Fashion,0.43,natural
emma watson grown stunning christian dior fashion show,IAB18 Style & Fashion,0.43,natural
beyonce blue ivy wear matching designer dresses,IAB18 Style & Fashion,0.43,natural
assessing kanyes givenchy tux kimye wedding,IAB18 Style & Fashion,0.43,natural
kim kardashian wears jeans ripped may well daisy dukes,IAB18 Style & Fashion,0.43,natural
5 reasons love coachella festival fashion report,IAB18 Style & Fashion,0.43,natural
cannes fashion freida pinto fails impress red carpet,IAB18 Style & Fashion,0.43,natural
atelier versace opens paris haute couture week,IAB18 Style & Fashion,0.42,natural
lady gagas birthday outfit nude dress,IAB18 Style & Fashion,0.42,natural
miranda kerr ready spring sweet figurehugging floral midi new york,IAB18 Style & Fashion,0.42,natural
ronald mcdonald got menswear makeover looks like hipster,IAB18 Style & Fashion,0.42,natural
suki waterhouse hilary swank battle silk gowns,IAB18 Style & Fashion,0.42,natural
khloe kardashian resurrects ripped denim craze working,IAB18 Style & Fashion,0.42,natural
gaga wears sheer outfit bday bash,IAB18 Style & Fashion,0.42,natural
rihanna could show cfdas accept fashion icon award,IAB18 Style & Fashion,0.42,natural
rayban oakley design stylish google glass,IAB18 Style & Fashion,0.42,natural
lwren scott dead fashion world shocked designers apparent suicide,IAB18 Style & Fashion,0.42,natural
tatyana ali breast dressed bet awards red carpet,IAB18 Style & Fashion,0.42,natural
blake lively continues love affair sixties cleavagebaring mod,IAB18 Style & Fashion,0.42,natural
emmys best dressed 2014 kerry washington hayden panettiere,IAB18 Style & Fashion,0.42,natural
miranda kerr total stunner floral dress new york,IAB18 Style & Fashion,0.42,natural
iggy azaleas slicked back hair pretty pink lip espys,IAB18 Style & Fashion,0.42,natural
omg nicki minajs dress burst open vmas video,IAB18 Style & Fashion,0.42,natural
jennifer lopez loves 1250 asos crop top,IAB18 Style & Fashion,0.42,natural
jessica simpson wear pink marchesa wedding dress 70lb weight loss,IAB18 Style & Fashion,0.42,natural
man dives ferreras gown cannes red carpet,IAB18 Style & Fashion,0.42,natural
kim kardashian shows leg highnecked black balmain gown thigh,IAB18 Style & Fashion,0.42,natural
kanye west gets booed mid performance rant fashion industry,IAB18 Style & Fashion,0.42,natural
michelle obamas chinatour style stella mccartney designs maleficent,IAB18 Style & Fashion,0.42,natural
rihanna ready naked cfdas dress stylist says,IAB18 Style & Fashion,0.42,natural
rihanna dresses human vajazzle gets nipples cfda,IAB18 Style & Fashion,0.42,natural
