text,iab_label,confidence,source,labels
miscellaneous obstetrics(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous occupational toxicology,IAB24 Uncategorized,0.85,scraped,
miscellaneous occupational therapy,IAB24 Uncategorized,0.85,scraped,
miscellaneous grounded theory,IAB24 Uncategorized,0.85,scraped,
miscellaneous historiography,IAB24 Uncategorized,0.85,scraped,
miscellaneous human subject research,IAB24 Uncategorized,0.85,scraped,
miscellaneous narrative inquiry,IAB24 Uncategorized,0.85,scraped,
miscellaneous critical realism,IAB24 Uncategorized,0.85,scraped,
miscellaneous literature review,IAB24 Uncategorized,0.85,scraped,
miscellaneous meta-analysis,IAB24 Uncategorized,0.85,scraped,
miscellaneous scoping review,IAB24 Uncategorized,0.85,scraped,
miscellaneous music education,IAB24 Uncategorized,0.85,scraped,
miscellaneous music history,IAB24 Uncategorized,0.85,scraped,
miscellaneous musicologyhistorical musicologysystematic musicology,IAB24 Uncategorized,0.85,scraped,
miscellaneous ethnomusicology,IAB24 Uncategorized,0.85,scraped,
miscellaneous music theory,IAB24 Uncategorized,0.85,scraped,
miscellaneous orchestralstudies,IAB24 Uncategorized,0.85,scraped,
"miscellaneous organologyorganandhistorical keyboardspianostrings,harp,oud, andguitar(outline)singingwoodwinds,brass, andpercussion",IAB24 Uncategorized,0.85,scraped,
miscellaneous recording,IAB24 Uncategorized,0.85,scraped,
miscellaneous choral conducting,IAB24 Uncategorized,0.85,scraped,
miscellaneous musical composition,IAB24 Uncategorized,0.85,scraped,
miscellaneous orchestralconducting,IAB24 Uncategorized,0.85,scraped,
miscellaneous historical musicology,IAB24 Uncategorized,0.85,scraped,
miscellaneous systematic musicology,IAB24 Uncategorized,0.85,scraped,
miscellaneous organandhistorical keyboards,IAB24 Uncategorized,0.85,scraped,
miscellaneous hermeneutics,IAB24 Uncategorized,0.85,scraped,
miscellaneous critical theory,IAB24 Uncategorized,0.85,scraped,
miscellaneous welsh literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous art methodology,IAB24 Uncategorized,0.85,scraped,
miscellaneous field experiment,IAB24 Uncategorized,0.85,scraped,
miscellaneous social experiment,IAB24 Uncategorized,0.85,scraped,
miscellaneous quasi-experiment,IAB24 Uncategorized,0.85,scraped,
miscellaneous cultural mapping,IAB24 Uncategorized,0.85,scraped,
miscellaneous case study,IAB24 Uncategorized,0.85,scraped,
miscellaneous analysis,IAB24 Uncategorized,0.85,scraped,
miscellaneous scientific method,IAB24 Uncategorized,0.85,scraped,
miscellaneous phenomenology,IAB24 Uncategorized,0.85,scraped,
miscellaneous art-based,IAB24 Uncategorized,0.85,scraped,
miscellaneous antipositivism,IAB24 Uncategorized,0.85,scraped,
miscellaneous constructivism,IAB24 Uncategorized,0.85,scraped,
miscellaneous critical rationalism,IAB24 Uncategorized,0.85,scraped,
miscellaneous empiricism,IAB24 Uncategorized,0.85,scraped,
miscellaneous fallibilism,IAB24 Uncategorized,0.85,scraped,
miscellaneous positivism,IAB24 Uncategorized,0.85,scraped,
miscellaneous postpositivism,IAB24 Uncategorized,0.85,scraped,
miscellaneous pragmatism,IAB24 Uncategorized,0.85,scraped,
miscellaneous bibliometrics,IAB24 Uncategorized,0.85,scraped,
miscellaneous realismcritical realismsubtle realism,IAB24 Uncategorized,0.85,scraped,
miscellaneous subtle realism,IAB24 Uncategorized,0.85,scraped,
miscellaneous action research,IAB24 Uncategorized,0.85,scraped,
miscellaneous piano,IAB24 Uncategorized,0.85,scraped,
"miscellaneous strings,harp,oud, andguitar(outline)",IAB24 Uncategorized,0.85,scraped,
miscellaneous singing,IAB24 Uncategorized,0.85,scraped,
"miscellaneous woodwinds,brass, andpercussion",IAB24 Uncategorized,0.85,scraped,
miscellaneous chamber music,IAB24 Uncategorized,0.85,scraped,
miscellaneous church music,IAB24 Uncategorized,0.85,scraped,
miscellaneous t,IAB24 Uncategorized,0.85,scraped,
miscellaneous ethnochoreology,IAB24 Uncategorized,0.85,scraped,
miscellaneous qualitativeart-based,IAB24 Uncategorized,0.85,scraped,
miscellaneous interdisciplinary,IAB24 Uncategorized,0.85,scraped,
miscellaneous public health,IAB24 Uncategorized,0.85,scraped,
miscellaneous psychology(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous psychiatry(outline)forensic psychiatry,IAB24 Uncategorized,0.85,scraped,
miscellaneous primary caregeneral practice,IAB24 Uncategorized,0.85,scraped,
miscellaneous preventive medicine,IAB24 Uncategorized,0.85,scraped,
miscellaneous podiatry,IAB24 Uncategorized,0.85,scraped,
miscellaneous physiotherapy,IAB24 Uncategorized,0.85,scraped,
miscellaneous physical therapy,IAB24 Uncategorized,0.85,scraped,
miscellaneous physical fitnessgroup fitness /aerobicskinesiology/ exercise science / human performancepersonal fitness training,IAB24 Uncategorized,0.85,scraped,
miscellaneous pharmaceutical sciencespharmaceutical chemistrypharmaceutical toxicologypharmaceuticspharmacocyberneticspharmacodynamicspharmacogenomicspharmacognosypharmacokineticspharmacologypharmacy,IAB24 Uncategorized,0.85,scraped,
miscellaneous pediatrics,IAB24 Uncategorized,0.85,scraped,
miscellaneous pathology,IAB24 Uncategorized,0.85,scraped,
miscellaneous otolaryngology,IAB24 Uncategorized,0.85,scraped,
miscellaneous optometry,IAB24 Uncategorized,0.85,scraped,
miscellaneous ophthalmologyneuro-ophthalmology,IAB24 Uncategorized,0.85,scraped,
miscellaneous accompanying,IAB24 Uncategorized,0.85,scraped,
miscellaneous film(outline)animationfilm criticismfilmmakingfilm theorylive action,IAB24 Uncategorized,0.85,scraped,
miscellaneous theatre(outline)actingdirectingdramaturgyhistory of theatremusical theatreplaywrightingpuppetryscenographystage designventriloquism,IAB24 Uncategorized,0.85,scraped,
miscellaneous gis software,IAB24 Uncategorized,0.85,scraped,
miscellaneous choreography,IAB24 Uncategorized,0.85,scraped,
miscellaneous dance notation,IAB24 Uncategorized,0.85,scraped,
miscellaneous wind ensemble conducting,IAB24 Uncategorized,0.85,scraped,
miscellaneous quantitative,IAB24 Uncategorized,0.85,scraped,
miscellaneous jazzstudies (outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous conductingchoral conductingorchestralconductingwind ensemble conducting,IAB24 Uncategorized,0.85,scraped,
miscellaneous systematic review,IAB24 Uncategorized,0.85,scraped,
miscellaneous simulation,IAB24 Uncategorized,0.85,scraped,
miscellaneous argument technology,IAB24 Uncategorized,0.85,scraped,
miscellaneous lis softwarebibliometricsreference management,IAB24 Uncategorized,0.85,scraped,
miscellaneous television(outline)television studies,IAB24 Uncategorized,0.85,scraped,
miscellaneous science softwarequalitative data analysissimulationstatistics,IAB24 Uncategorized,0.85,scraped,
miscellaneous reference management,IAB24 Uncategorized,0.85,scraped,
miscellaneous qualitative data analysis,IAB24 Uncategorized,0.85,scraped,
miscellaneous statistics,IAB24 Uncategorized,0.85,scraped,
miscellaneous early music,IAB24 Uncategorized,0.85,scraped,
miscellaneous v,IAB24 Uncategorized,0.85,scraped,
miscellaneous e,IAB24 Uncategorized,0.85,scraped,
"miscellaneous music(outline)accompanyingchamber musicchurch musicconductingchoral conductingorchestralconductingwind ensemble conductingearly musicjazzstudies (outline)musical compositionmusic educationmusic historymusicologyhistorical musicologysystematic musicologyethnomusicologymusic theoryorchestralstudiesorganologyorganandhistorical keyboardspianostrings,harp,oud, andguitar(outline)singingwoodwinds,brass, andpercussionrecording",IAB24 Uncategorized,0.85,scraped,
miscellaneous dance(outline)choreographydance notationethnochoreologyhistory of dance,IAB24 Uncategorized,0.85,scraped,
miscellaneous african-american literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous literary theorycritical theory(outline)literary criticismpoetics,IAB24 Uncategorized,0.85,scraped,
miscellaneous south african literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous history of mesopotamia,IAB24 Uncategorized,0.85,scraped,
miscellaneous history of the yangtze civilization,IAB24 Uncategorized,0.85,scraped,
miscellaneous history of the yellow river civilization,IAB24 Uncategorized,0.85,scraped,
miscellaneous chinese history,IAB24 Uncategorized,0.85,scraped,
miscellaneous indian history(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous bronze agecivilizations,IAB24 Uncategorized,0.85,scraped,
miscellaneous indonesian history,IAB24 Uncategorized,0.85,scraped,
miscellaneous ancient philosophy,IAB24 Uncategorized,0.85,scraped,
miscellaneous contemporary philosophy,IAB24 Uncategorized,0.85,scraped,
miscellaneous medieval philosophyhumanism(outline)scholasticism,IAB24 Uncategorized,0.85,scraped,
miscellaneous modern philosophy,IAB24 Uncategorized,0.85,scraped,
miscellaneous humanism(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous scholasticism,IAB24 Uncategorized,0.85,scraped,
miscellaneous history of political thought,IAB24 Uncategorized,0.85,scraped,
miscellaneous english studies,IAB24 Uncategorized,0.85,scraped,
miscellaneous comics studies,IAB24 Uncategorized,0.85,scraped,
miscellaneous iranian history,IAB24 Uncategorized,0.85,scraped,
miscellaneous asian historychinese historyindian history(outline)indonesian historyiranian history,IAB24 Uncategorized,0.85,scraped,
miscellaneous assyriancivilization,IAB24 Uncategorized,0.85,scraped,
miscellaneous ancient greek history(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous cultural history,IAB24 Uncategorized,0.85,scraped,
miscellaneous ecclesiastical history of the catholic church,IAB24 Uncategorized,0.85,scraped,
miscellaneous the stone age,IAB24 Uncategorized,0.85,scraped,
miscellaneous preclassic maya,IAB24 Uncategorized,0.85,scraped,
miscellaneous history of theatre,IAB24 Uncategorized,0.85,scraped,
miscellaneous history of the indus valley civilization,IAB24 Uncategorized,0.85,scraped,
miscellaneous playwrighting,IAB24 Uncategorized,0.85,scraped,
miscellaneous puppetry,IAB24 Uncategorized,0.85,scraped,
miscellaneous scenography,IAB24 Uncategorized,0.85,scraped,
miscellaneous stage design,IAB24 Uncategorized,0.85,scraped,
miscellaneous ventriloquism,IAB24 Uncategorized,0.85,scraped,
miscellaneous outline of cuisines,IAB24 Uncategorized,0.85,scraped,
miscellaneous animation,IAB24 Uncategorized,0.85,scraped,
miscellaneous filmmaking,IAB24 Uncategorized,0.85,scraped,
miscellaneous film theory,IAB24 Uncategorized,0.85,scraped,
miscellaneous live action,IAB24 Uncategorized,0.85,scraped,
miscellaneous applied artsanimationtextile artsart directorcalligraphyculinary artsoutline of cuisinesdecorative artsdigital artmixed mediaprintmakingstudio artgraphic designarchitecture(outline of architecture)interior architecturelandscape architecturelandscape designlandscape planningarchitectural analyticshistoric preservationinterior design(interior architecture)technical drawing,IAB24 Uncategorized,0.85,scraped,
miscellaneous fashion,IAB24 Uncategorized,0.85,scraped,
miscellaneous fine artsgraphic artsdrawing(outline)painting(outline)photography(outline)sculpture(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous textile arts,IAB24 Uncategorized,0.85,scraped,
miscellaneous art director,IAB24 Uncategorized,0.85,scraped,
miscellaneous calligraphy,IAB24 Uncategorized,0.85,scraped,
miscellaneous film criticism,IAB24 Uncategorized,0.85,scraped,
miscellaneous animal rights,IAB24 Uncategorized,0.85,scraped,
miscellaneous art history,IAB24 Uncategorized,0.85,scraped,
miscellaneous australian history,IAB24 Uncategorized,0.85,scraped,
miscellaneous biblical history,IAB24 Uncategorized,0.85,scraped,
miscellaneous economic history,IAB24 Uncategorized,0.85,scraped,
miscellaneous environmental history,IAB24 Uncategorized,0.85,scraped,
miscellaneous european history,IAB24 Uncategorized,0.85,scraped,
miscellaneous intellectual history,IAB24 Uncategorized,0.85,scraped,
miscellaneous labor history,IAB24 Uncategorized,0.85,scraped,
miscellaneous management information systems,IAB24 Uncategorized,0.85,scraped,
miscellaneous health informatics,IAB24 Uncategorized,0.85,scraped,
miscellaneous comparative education,IAB24 Uncategorized,0.85,scraped,
miscellaneous critical pedagogy,IAB24 Uncategorized,0.85,scraped,
miscellaneous curriculum and instructionalternative educationearly childhood educationelementary educationsecondary educationhigher educationmastery learningcooperative learningagricultural educationart educationbilingual educationchemistry educationcounselor educationlanguage educationlegal educationmathematics educationmedical educationmilitary education and trainingmusic educationnursing educationoutdoor educationpeace educationphysical education/sports coachingphysics educationreading educationreligious educationscience educationspecial educationsex educationsociology of educationtechnology educationvocational education,IAB24 Uncategorized,0.85,scraped,
miscellaneous educational leadership,IAB24 Uncategorized,0.85,scraped,
miscellaneous educational philosophy,IAB24 Uncategorized,0.85,scraped,
miscellaneous educational technology,IAB24 Uncategorized,0.85,scraped,
miscellaneous distance education,IAB24 Uncategorized,0.85,scraped,
miscellaneous alternative education,IAB24 Uncategorized,0.85,scraped,
miscellaneous early childhood education,IAB24 Uncategorized,0.85,scraped,
miscellaneous elementary education,IAB24 Uncategorized,0.85,scraped,
miscellaneous secondary education,IAB24 Uncategorized,0.85,scraped,
miscellaneous higher education,IAB24 Uncategorized,0.85,scraped,
miscellaneous purchasing,IAB24 Uncategorized,0.85,scraped,
miscellaneous operations management,IAB24 Uncategorized,0.85,scraped,
miscellaneous marketing(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous management(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous food design,IAB24 Uncategorized,0.85,scraped,
miscellaneous landscape architecture,IAB24 Uncategorized,0.85,scraped,
miscellaneous human resources,IAB24 Uncategorized,0.85,scraped,
miscellaneous collective bargaining,IAB24 Uncategorized,0.85,scraped,
miscellaneous accounting scholarship,IAB24 Uncategorized,0.85,scraped,
miscellaneous scientific history,IAB24 Uncategorized,0.85,scraped,
miscellaneous jewish history,IAB24 Uncategorized,0.85,scraped,
miscellaneous latin american history,IAB24 Uncategorized,0.85,scraped,
miscellaneous modern history,IAB24 Uncategorized,0.85,scraped,
miscellaneous ancient roman history(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophical historyancient philosophycontemporary philosophymedieval philosophyhumanism(outline)scholasticismmodern philosophy,IAB24 Uncategorized,0.85,scraped,
miscellaneous pre-columbian erahistory,IAB24 Uncategorized,0.85,scraped,
miscellaneous prehistory,IAB24 Uncategorized,0.85,scraped,
miscellaneous public history,IAB24 Uncategorized,0.85,scraped,
miscellaneous russian history,IAB24 Uncategorized,0.85,scraped,
miscellaneous technological history,IAB24 Uncategorized,0.85,scraped,
miscellaneous accounting research,IAB24 Uncategorized,0.85,scraped,
miscellaneous world history,IAB24 Uncategorized,0.85,scraped,
miscellaneous ancient egypt,IAB24 Uncategorized,0.85,scraped,
miscellaneous carthage,IAB24 Uncategorized,0.85,scraped,
miscellaneous political historyhistory of political thought,IAB24 Uncategorized,0.85,scraped,
miscellaneous sociology of sport,IAB24 Uncategorized,0.85,scraped,
miscellaneous sociology of social change,IAB24 Uncategorized,0.85,scraped,
miscellaneous sociology of terrorism,IAB24 Uncategorized,0.85,scraped,
miscellaneous risk managementandinsurance,IAB24 Uncategorized,0.85,scraped,
miscellaneous systems science,IAB24 Uncategorized,0.85,scraped,
miscellaneous musical theatre,IAB24 Uncategorized,0.85,scraped,
miscellaneous dramaturgy,IAB24 Uncategorized,0.85,scraped,
miscellaneous survey,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of history,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of law,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of mathematics,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of music,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of psychology,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of religion,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of physical sciencesphilosophy of biologyphilosophy of chemistryphilosophy of physics,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of social science,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of engineering,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of technology,IAB24 Uncategorized,0.85,scraped,
miscellaneous political philosophy,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of biology,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of chemistry,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of physics,IAB24 Uncategorized,0.85,scraped,
miscellaneous justification,IAB24 Uncategorized,0.85,scraped,
miscellaneous reasoning errors,IAB24 Uncategorized,0.85,scraped,
miscellaneous applied ethicsanimal rightsbioethicsenvironmental ethics,IAB24 Uncategorized,0.85,scraped,
miscellaneous meta-ethics,IAB24 Uncategorized,0.85,scraped,
"miscellaneous moral psychology,descriptive ethics,value theory",IAB24 Uncategorized,0.85,scraped,
miscellaneous systems philosophy,IAB24 Uncategorized,0.85,scraped,
miscellaneous history of literatureancient literaturemedieval literaturepost-colonial literaturepost-modern literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of education,IAB24 Uncategorized,0.85,scraped,
miscellaneous philosophy of language,IAB24 Uncategorized,0.85,scraped,
miscellaneous international lawpublic international lawsupranational law,IAB24 Uncategorized,0.85,scraped,
miscellaneous directing,IAB24 Uncategorized,0.85,scraped,
miscellaneous federal law,IAB24 Uncategorized,0.85,scraped,
miscellaneous world literatureamerican literatureafrican-american literaturesouthern literaturebritish literaturecanadian literatureindian english literatureirish literaturenew zealand literaturescottish literaturesouth african literaturewelsh literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous poetry,IAB24 Uncategorized,0.85,scraped,
miscellaneous prose,IAB24 Uncategorized,0.85,scraped,
miscellaneous non-fiction,IAB24 Uncategorized,0.85,scraped,
miscellaneous fiction(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous ancient literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous medieval literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous post-colonial literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous environmental law,IAB24 Uncategorized,0.85,scraped,
miscellaneous post-modern literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous literary criticism,IAB24 Uncategorized,0.85,scraped,
miscellaneous poetics,IAB24 Uncategorized,0.85,scraped,
miscellaneous american literatureafrican-american literaturesouthern literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous british literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous canadian literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous indian english literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous irish literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous new zealand literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous scottish literature,IAB24 Uncategorized,0.85,scraped,
miscellaneous critical theory(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous family law,IAB24 Uncategorized,0.85,scraped,
miscellaneous social philosophyandpolitical philosophyanarchism(outline)feminist philosophylibertarianism(outline)marxism,IAB24 Uncategorized,0.85,scraped,
miscellaneous labor law,IAB24 Uncategorized,0.85,scraped,
miscellaneous property law,IAB24 Uncategorized,0.85,scraped,
miscellaneous tax law,IAB24 Uncategorized,0.85,scraped,
miscellaneous graphic design,IAB24 Uncategorized,0.85,scraped,
miscellaneous architecture(outline of architecture)interior architecturelandscape architecturelandscape designlandscape planningarchitectural analyticshistoric preservationinterior design(interior architecture)technical drawing,IAB24 Uncategorized,0.85,scraped,
miscellaneous interior architecture,IAB24 Uncategorized,0.85,scraped,
miscellaneous landscape architecturelandscape designlandscape planning,IAB24 Uncategorized,0.85,scraped,
miscellaneous architectural analytics,IAB24 Uncategorized,0.85,scraped,
miscellaneous historic preservation,IAB24 Uncategorized,0.85,scraped,
miscellaneous digital art,IAB24 Uncategorized,0.85,scraped,
miscellaneous interior design(interior architecture),IAB24 Uncategorized,0.85,scraped,
miscellaneous landscape design,IAB24 Uncategorized,0.85,scraped,
miscellaneous landscape planning,IAB24 Uncategorized,0.85,scraped,
miscellaneous graphic artsdrawing(outline)painting(outline)photography(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous sculpture(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous drawing(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous painting(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous photography(outline),IAB24 Uncategorized,0.85,scraped,
miscellaneous african history,IAB24 Uncategorized,0.85,scraped,
miscellaneous american history,IAB24 Uncategorized,0.85,scraped,
miscellaneous technical drawing,IAB24 Uncategorized,0.85,scraped,
